,metascore,userscore,year,mean_userscore,action,fighting,first-person,flight,party,puzzle,racing,real-time,role-playing,simulation,sports,strategy,third-person,turn-based,wargame,wrestling,name
0,77.0,6.9,2015,7.026298391494004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#IDARB
1,53.0,5.7581395348837185,2016,5.647437114380636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#KILLALLZOMBIES
2,72.5,7.65,2017,6.79340809034391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.hack//G.U. Last Recode
3,73.0,7.3,2015,6.674957745178337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0RBITALIS
4,58.0,4.8,2017,6.064729729729731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-2-Switch
5,72.0,7.4,2014,6.72193452683688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Second Ninja
6,79.0,4.9,2016,7.144581267995676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Second Ninja X
7,78.0,6.6,2014,7.042202473015331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001 Spikes
8,56.0,5.9,2017,5.646022727272729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100ft Robot Golf
9,75.66666666666667,7.599999999999999,2018,6.909184842722115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11-11: Memories Retold
10,59.0,4.725,2019,5.988887299771167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 is Better Than 6
11,58.0,6.3,2014,6.064729729729731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954: Alcatraz
12,75.66666666666667,7.099999999999999,2017,7.0028278688004475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979 Revolution: Black Friday
13,68.0,5.35,2019,6.489793606318369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198X
14,73.5,4.45,2014,6.728848848665727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014 FIFA World Cup Brazil
15,76.0,3.4,2017,6.980890527393748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064: Read Only Memories
16,74.0,6.4,2018,6.782739952153117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064: Read Only Memories INTEGRAL
17,77.0,7.8,2018,7.026298391494004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20XX
18,62.333333333333336,6.866666666666667,2017,6.105734748497327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2Dark
19,71.0,3.8,2018,6.621082125603873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39 Days to Mars
20,81.0,7.8,2015,7.311510194404932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3D After Burner II
21,81.0,7.0,2015,7.311510194404932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3D Fantasy Zone II W
22,89.0,7.9,2015,7.909302325581396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3D Gunstar Heroes
23,87.0,8.0,2015,7.730612244897956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3D Out Run
24,87.0,8.3,2015,7.730612244897956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3D Sonic the Hedgehog 2
25,89.0,7.4,2015,7.909302325581396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3D Streets of Rage II
26,74.0,7.1,2015,6.782739952153117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3D Thunder Blade
27,85.0,7.4,2018,7.522535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428: Shibuya Scramble
28,41.0,4.2,2014,4.4675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4PM
29,70.0,6.1,2018,6.714134938538741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60 Parsecs!
30,40.0,5.65,2016,4.965648496240601,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7 Days to Die
31,76.0,8.0,2016,6.980890527393748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7th Dragon III Code: VFD
32,71.0,6.6285024154589465,2017,6.621082125603873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8-Bit Adventure Anthology: Volume One
33,69.0,7.2,2016,6.605925653294072,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8-Bit Armies
34,63.0,2.5,2019,6.0412192304274415,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8-Bit Hordes
35,82.0,6.953846153846152,2019,7.308272008597604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80 DAYS
36,84.0,7.2,2015,7.310771581359817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80 Days
37,72.0,5.8,2017,6.72193452683688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88 Heroes
38,65.0,6.4,2017,6.375791893818464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88 Heroes: 98 Heroes Edition
39,68.0,7.4,2017,6.45159416985534,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,911 Operator
40,61.0,6.7,2017,5.9864039408866985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99Vidas
41,48.0,5.8,2016,5.225142857142856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Bastard's Tale
42,66.0,6.9,2014,6.423721167641541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Bird Story
43,77.0,5.6,2018,7.026298391494004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Case of Distrust
44,61.0,6.2,2014,5.9864039408866985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A City Sleeps
45,74.0,5.45,2019,6.878168705777036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Fisherman's Tale
46,60.0,7.6,2015,5.883031910618117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Fistful of Gun
47,68.0,6.0,2014,6.45159416985534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Golden Wake
48,77.33333333333333,8.166666666666666,2017,7.049718031189087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Hat in Time
49,62.0,4.15,2019,6.182339596794815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Knight's Quest
50,72.0,7.05,2017,6.648019935391105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A Normal Lost Phone
51,73.5,6.256531531531532,2016,6.728848848665727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Pixel Story
52,81.66666666666667,8.6,2019,7.316060802093191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Plague Tale: Innocence
53,71.0,7.4,2018,6.621082125603873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Robot Named Fight!
54,75.0,7.9,2017,6.911874548345132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Rose in the Twilight
55,73.0,7.2,2014,6.674957745178337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Story About My Uncle
56,75.0,5.3,2018,6.911874548345132,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,A Total War Saga: Thrones of Britannia
57,78.33333333333333,7.7,2018,7.089204005579245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Way Out
58,66.0,7.2,2013,6.423721167641541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A.R.E.S. Extinction Agenda EX
59,55.0,4.5,2016,5.8284900284900285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A.W.: Phoenix Festa
60,80.33333333333333,7.599999999999999,2016,7.2118049222845455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ABZU
61,76.0,7.6,2017,6.980890527393748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACA NeoGeo: Metal Slug 3
62,70.0,6.8,2017,6.714134938538741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACA NeoGeo: Shock Troopers
63,51.0,5.273913043478262,2017,5.346476761619193,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ACORN Tactics
64,60.0,5.199999999999999,2016,5.907169964417482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADR1FT
65,70.0,6.635714285714285,2017,6.663819413993857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AER: Memories of Old
66,83.5,7.6,2019,7.499331260633275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI: The Somnium Files
67,70.0,6.723563218390801,2016,6.714134938538741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIPD - Artificial Intelligence Police Department
68,85.0,7.1,2019,7.522535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMID EVIL
69,58.0,6.9,2018,5.856215422530449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AO International Tennis
70,78.0,7.8,2015,7.042202473015331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AR-K Episode 3: The Great Escape
71,46.0,4.3,2018,5.036842105263158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ARK Park
72,56.0,4.0,2017,4.984464641722049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARK: Survival Evolved
73,77.0,7.1,2017,7.026298391494004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ARMS
74,71.0,7.2,2019,6.621082125603873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASTRONEER
75,70.0,8.6,2018,6.714134938538741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ATOM RPG: Post-apocalyptic indie game
76,78.0,8.0,2018,7.042202473015331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATOMIK: RunGunJumpGun
77,78.5,5.8,2017,7.147174333931299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaero
78,80.0,8.0,2018,7.268050276368594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaero: Complete Edition
79,72.0,7.7,2013,6.72193452683688,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Aarklash: Legacy
80,59.0,2.8,2015,5.988887299771167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaru's Awakening
81,68.66666666666667,5.833333333333333,2017,6.571549154040942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Absolver
82,59.0,5.3,2014,5.988887299771167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abyss
83,67.66666666666667,6.7,2014,6.496125931131683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abyss Odyssey
84,65.0,5.4,2015,6.375791893818464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abyss Odyssey: Extended Dream Edition
85,64.0,5.9,2017,6.168317201562236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accel World vs. Sword Art Online: Millennium Twilight
86,40.0,4.3,2016,5.138461538461538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ace Banana
87,79.33333333333333,7.733333333333334,2019,7.211488139260914,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Ace Combat 7: Skies Unknown
88,77.0,5.8,2013,7.026298391494004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Ace Combat Assault Horizon: Enhanced Edition
89,54.0,5.8,2014,5.489818181818181,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Ace Combat Infinity
90,63.0,5.8,2015,6.0412192304274415,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Ace Combat: Assault Horizon Legacy+
91,71.0,7.0,2017,6.621082125603873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aces of the Luftwaffe: Squadron
92,58.0,5.852586206896551,2018,5.764527318945422,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Achtung! Cthulhu Tactics
93,71.0,7.1,2015,6.621082125603873,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Act of Aggression
94,73.0,6.521386430678466,2015,6.726544074722778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action Henk
95,53.0,7.2,2016,5.647437114380636,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Active Soccer 2 DX
96,75.0,6.1,2015,6.911874548345132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actual Sunlight
97,49.0,6.8,2014,5.290285714285717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam's Venture Chronicles
98,53.0,5.9,2016,5.647437114380636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam's Venture: Origins
99,42.333333333333336,4.3,2013,4.932469729344729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure Time: Explore the Dungeon Because I DON'T KNOW!
100,66.0,5.5,2015,6.423721167641541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Adventure Time: Finn and Jake Investigations
101,56.0,5.75,2018,5.742778468951489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure Time: Pirates of the Enchiridion
102,66.0,8.3,2016,6.423721167641541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Adventures of Mana
103,74.66666666666667,7.166666666666667,2015,6.848958984001776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventures of Pip
104,75.0,7.1011520737327185,2018,6.881815239773433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Aegis Defenders
105,57.0,6.4,2016,5.472210012210013,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Aegis of Earth: Protonovus Assault
106,48.0,3.0,2017,5.162775891341257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AereA
107,59.0,6.9,2014,5.988887299771167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AeternoBlade
108,81.0,8.2,2015,7.311510194404932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Affordable Space Adventures
109,21.0,2.7,2015,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Afro Samurai 2: Revenge of Kuma Volume One
110,69.0,6.3,2019,6.605925653294072,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Aftercharge
111,74.0,6.133333333333333,2019,6.810040156416998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Afterparty
112,66.5,6.300000000000001,2016,6.439820566734312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Agatha Christie's The ABC Murders
113,66.0,8.5,2016,6.423721167641541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agatha Christie: The ABC Murders
114,68.0,7.9,2013,6.45159416985534,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Age of Empires II: HD Edition
115,69.0,5.2,2018,6.605925653294072,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Age of Empires: Definitive Edition
116,66.0,7.2,2014,6.423721167641541,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Age of Mythology: Extended Edition
117,80.0,8.0,2014,7.268050276368594,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Age of Wonders III
118,80.0,8.4,2015,7.268050276368594,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Age of Wonders III - Eternal Lords
119,82.0,8.5,2014,7.308272008597604,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Age of Wonders III - Golden Realms
120,81.0,7.3,2019,7.286781265722181,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Age of Wonders: Planetfall
121,79.0,6.605555555555557,2019,7.1832070707070725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent A: A Puzzle In Disguise
122,67.66666666666667,6.166666666666667,2017,6.441133058505766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agents of Mayhem
123,76.0,8.0,2018,6.980890527393748,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Aggressors: Ancient Rome
124,39.333333333333336,4.4,2018,4.574289021164021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agony
125,68.0,7.6,2013,6.45159416985534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AiRace Speed
126,66.0,8.0,2014,6.423721167641541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AiRace Xeno
127,43.0,2.7,2013,4.10625,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Air Conflicts: Vietnam
128,30.0,1.6,2014,3.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Air Conflicts: Vietnam Ultimate Edition
129,63.0,5.7,2018,6.0412192304274415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airheart: Tales of Broken Wings
130,75.0,6.6,2015,6.911874548345132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airscape: The Fall of Gravity
131,70.0,6.642857142857142,2019,6.714134938538741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akane
132,53.0,6.5,2013,5.647437114380636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Akaneiro: Demon Hunters
133,55.0,6.9,2017,5.8284900284900285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Akiba's Beat
134,59.333333333333336,7.3,2014,5.704245741994087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akiba's Trip: Undead & Undressed
135,64.0,6.221666666666667,2015,6.168317201562236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Albino Lullaby: Episode 1
136,72.0,4.5,2017,6.72193452683688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Albion Online
137,38.0,4.2,2016,4.574786324786324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alekhine's Gun
138,66.0,5.5,2013,6.309955685708788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alien Breed
139,49.0,7.15,2013,5.1334311946194084,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Alien Rage
140,55.0,4.3,2013,5.8284900284900285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alien Spidy
141,79.33333333333333,8.200000000000001,2014,7.178973246042446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alien: Isolation
142,79.0,7.8,2016,7.1832070707070725,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alienation
143,45.333333333333336,3.6333333333333333,2013,4.730420426065162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Aliens: Colonial Marines
144,72.0,6.764159292035399,2018,6.72193452683688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Walls Must Fall
145,61.5,4.5,2018,5.96212557052278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,All-Star Fruit Racing
146,73.0,6.05,2016,6.752337239494999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alone With You
147,19.0,1.2,2015,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alone in the Dark: Illumination
148,71.0,6.7,2017,6.621082125603873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alwa's Awakening
149,73.0,7.2,2014,6.674957745178337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Always Sometimes Monsters
150,71.0,6.4,2016,6.621082125603873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazing Discoveries In Outer Space
151,66.66666666666667,6.135294117647059,2019,6.433012168379474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Fugitive
152,76.0,6.9,2016,6.980890527393748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,American Truck Simulator
153,78.0,7.0,2016,7.042202473015331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amnesia Collection
154,72.0,5.9,2013,6.72193452683688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amnesia: A Machine for Pigs
155,72.0,7.0,2015,6.72193452683688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amnesia: Memories
156,66.0,6.9,2015,6.423721167641541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Among the Sleep
157,74.0,7.2,2016,6.782739952153117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amplitude
158,55.0,3.6,2018,5.8284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anamorphine
159,72.0,8.05,2013,6.648019935391105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anarchy Reigns
160,76.5,7.55,2016,6.982973511430094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anarcute
161,75.5,7.15,2018,6.90451917182356,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Ancestors Legacy
162,64.0,5.9,2019,6.168317201562236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ancestors: The Humankind Odyssey
163,60.0,6.6,2017,5.883031910618117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ancient Amuletor
164,68.0,7.4,2014,6.45159416985534,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Ancient Space
165,78.0,5.2,2019,7.042202473015331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angry Birds VR: Isle of Pigs
166,77.0,7.6,2013,7.026298391494004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angry Video Game Nerd Adventures
167,62.0,7.800000000000001,2016,5.975977405406269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Anima: Gate of Memories
168,66.0,6.9,2015,6.423721167641541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Animal Crossing: Happy Home Designer
169,88.0,8.7,2013,7.650666666666669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Animal Crossing: New Leaf
170,46.0,4.3,2015,5.036842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animal Crossing: amiibo Festival
171,57.0,5.0,2018,5.472210012210013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animal Force
172,50.0,5.4,2015,5.288709677419356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Animal Gods
173,74.0,6.8,2015,6.782739952153117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anna's Quest
174,81.0,8.0,2019,7.311510194404932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Anno 1800
175,72.0,6.0,2015,6.72193452683688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Anno 2205
176,75.0,6.6,2013,6.911874548345132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anodyne
177,75.5,7.300000000000001,2013,6.90451917182356,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Anomaly 2
178,70.0,6.5,2014,6.714134938538741,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Anomaly Defenders
179,67.0,7.5,2018,6.455919965827083,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Another Sight
180,75.0,7.0,2018,6.911874548345132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Another World
181,73.0,7.2,2014,6.674957745178337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Another World: 20th Anniversary Edition
182,59.333333333333336,3.766666666666667,2019,5.951499125135936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Anthem
183,82.0,8.2,2013,7.308272008597604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antichamber
184,65.0,4.9,2018,6.375791893818464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Antigraviator
185,81.0,6.9,2017,7.311510194404932,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Antihero
186,83.5,6.15,2019,7.317966799414763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ape Out
187,72.0,7.0,2018,6.72193452683688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apex Construct
188,88.33333333333333,6.400000000000001,2019,7.736878552971578,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apex Legends
189,73.0,7.0,2018,6.674957745178337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apocalipsis
190,77.0,7.9,2017,7.026298391494004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apollo Justice: Ace Attorney
191,71.0,6.9,2017,6.621082125603873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Aporia: Beyond The Valley
192,77.0,7.5,2015,7.01154650020454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apotheon
193,75.0,7.7,2018,6.911874548345132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aqua Kitty UDX
194,52.0,5.220689655172414,2013,5.230020283975659,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Aqua Moto Racing 3D
195,75.0,7.8,2013,6.911874548345132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AquaPazza: AquaPlus Dream Match
196,77.0,8.1,2015,7.026298391494004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ar nosurge Plus: Ode to an Unborn Star
197,67.0,7.8,2014,6.455919965827083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ar nosurge: Ode to an Unborn Star
198,71.0,7.05,2016,6.621082125603873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aragami
199,77.0,6.85,2018,6.993233969791635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aragami: Shadow Edition
200,70.0,6.723563218390801,2018,6.714134938538741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arca's Path VR
201,61.5,5.140909090909091,2019,5.96212557052278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arcade Classics Anniversary Collection
202,68.0,7.6,2014,6.45159416985534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arcana Heart 3: LOVEMAX!!!!!
203,42.0,4.6,2013,3.7153846153846146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Arcania: The Complete Tale
204,69.0,6.9,2017,6.605925653294072,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Archangel
205,79.0,8.4,2018,7.1832070707070725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Archangel: Hellfire
206,80.0,3.7,2014,7.268050276368594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ArcheAge
207,79.0,7.3,2018,7.1832070707070725,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Arena of Valor
208,63.0,6.6,2017,6.0412192304274415,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona Sunshine
209,71.0,8.3,2017,6.621082125603873,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Arktika.1
210,74.0,7.5,2013,6.782739952153117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Arma 3
211,76.33333333333333,7.166666666666667,2016,6.987554925622281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armello
212,56.0,6.166666666666667,2015,5.582441210172022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armikrog
