,openscore,name,year_x,metascore,userscore,year_y,action,fighting,first-person,flight,party,puzzle,racing,real-time,role-playing,simulation,sports,strategy,third-person,turn-based,wargame,wrestling
1275,64,This Is the Police,2016,66.66666666666667,6.842834138486315,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1276,64,Table Top Racing: World Tour,2016,65.0,5.949999999999999,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1277,64,Metroid Prime: Federation Force,2016,64.0,5.6,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,64,The Witch and the Hundred Knight: Revival Edition,2016,63.0,6.7,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1279,64,The Town of Light,2016,63.666666666666664,6.666666666666667,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,64,Sonic Boom: Fire & Ice,2016,62.0,7.1,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,63,The Solus Project,2016,66.5,6.65,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,63,Californium,2016,64.0,6.0,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,63,Farming Simulator 17,2016,67.66666666666667,7.6000000000000005,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1284,63,The Guest,2016,68.0,7.0,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,63,8-Bit Hordes,2016,63.0,2.5,2019,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1286,63,ReCore,2016,60.5,6.35,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,63,Tempest,2016,60.0,6.3,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,63,Demetrios - The BIG Cynical Adventure,2016,72.0,7.7,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,63,SportsBarVR,2016,55.0,6.0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1290,62,Assassin's Creed Chronicles: India,2016,63.333333333333336,4.5,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,62,Manual Samuel,2016,67.0,6.6,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1292,62,Clockwork Empires,2016,58.0,3.5,2016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1293,62,ADR1FT,2016,60.0,5.199999999999999,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,62,Slain: Back from Hell,2016,70.33333333333333,7.362524654832346,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,62,Shooting Stars!,2016,59.0,7.3,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,62,Arizona Sunshine,2016,63.0,6.6,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,62,Aurion: Legacy of the Kori-Odan,2016,69.0,7.8,2016,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1298,62,Adam's Venture: Origins,2016,53.0,5.9,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,61,Touhou Genso Rondo: Bullet Ballet,2016,55.0,5.4,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,61,Mario & Sonic at the Rio 2016 Olympic Games,2016,62.5,7.3,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1301,61,MegaTagmension Blanc + Neptune VS Zombies,2016,61.0,6.4,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,61,Trillion: God of Destruction,2016,65.0,7.4,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1303,61,Aegis of Earth: Protonovus Assault,2016,57.0,6.4,2016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1304,61,SwapQuest,2016,64.0,7.0,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,60,Touhou: Scarlet Curiosity,2016,58.0,7.1,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1306,60,Star Ocean: Integrity and Faithlessness,2016,58.0,6.5,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1307,60,Crush Your Enemies,2016,63.0,6.5,2016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1308,60,Battleship,2016,65.0,6.6,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,60,Radiation Island,2016,54.0,6.8,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,60,Chase: Cold Case Investigations - Distant Memories,2016,59.0,7.7,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,60,The Dwarves,2016,59.666666666666664,5.466666666666666,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1312,60,Hunter's Legacy,2016,59.5,6.121522988505747,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,60,Rogue Stormers,2016,68.0,7.7,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,59,Lost Sea,2016,59.0,7.0,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1315,59,Assassin's Creed Chronicles: Russia,2016,58.333333333333336,4.3,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,59,League of Evil,2016,64.0,6.1,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,58,Dangerous Golf,2016,57.666666666666664,4.233333333333333,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1318,58,Lost Grimoires: Stolen Kingdom,2016,63.0,6.19784946236559,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,58,100ft Robot Golf,2016,56.0,5.9,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1320,58,Asemblance,2016,61.0,5.2,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,58,Necropolis,2016,58.0,5.120370370370371,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,58,The Technomancer,2016,61.333333333333336,6.833333333333333,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1323,57,NASCAR Heat Evolution,2016,66.0,4.4,2016,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1324,57,The Assembly,2016,59.333333333333336,6.074521072796934,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,57,MeiQ: Labyrinth of Death,2016,56.0,7.4,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1326,57,Harvest Moon: Skytree Village,2016,59.0,5.9,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1327,57,Space Hulk: Deathwing,2016,56.5,5.6,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,57,Dead Effect 2,2016,56.0,6.4,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,57,RWBY: Grimm Eclipse,2016,57.0,7.0,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,57,E.T. Armies,2016,54.0,6.9,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,56,Resident Evil 6,2016,64.0,6.333333333333333,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,56,Anima: Gate of Memories,2016,62.0,7.800000000000001,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1333,56,Gunscape,2016,61.0,5.0,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,56,Filthy Lucre,2016,61.0,6.4,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,55,POSTAL Redux,2016,54.0,6.6,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,55,Mobile Suit Gundam: Extreme VS-Force,2016,57.0,6.9,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,54,"Warhammer 40,000: Eternal Crusade",2016,52.0,4.7,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1338,54,Shadwen,2016,52.0,6.550000000000001,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,54,Hyperdimension Neptunia U: Action Unleashed,2016,71.0,7.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,54,Trials of the Blood Dragon,2016,55.333333333333336,6.233333333333333,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,54,Bohemian Killing,2016,55.0,5.9,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,54,Breached,2016,54.0,7.0,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,54,Attractio,2016,58.0,6.1,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,54,Smashbox Arena,2016,54.0,4.6,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,54,Planar Conquest,2016,53.0,6.1,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1346,54,Carnival Games VR,2016,58.0,5.8,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,54,The Tomorrow Children,2016,54.0,5.9,2016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1348,53,Hardware: Rivals,2016,56.0,5.3,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1349,53,Phantaruk,2016,53.0,7.7,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,53,Moto Racer 4,2016,49.0,5.4,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1351,53,Soul Axiom,2016,52.666666666666664,5.508148148148148,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,53,Koi,2016,51.0,5.4,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,53,Paranautical Activity,2016,48.0,3.8,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,52,Syndrome,2016,56.0,5.6,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,52,Carmageddon: Max Damage,2016,51.5,6.550000000000001,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1356,52,Mighty No. 9,2016,51.75,3.875,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,52,Goliath,2016,57.0,6.9,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,52,I and Me,2016,60.0,6.7,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,51,Syberia 3,2016,49.5,6.050000000000001,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1360,50,Sadame,2016,54.0,6.2,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1361,49,Trulon: The Shadow Engine,2016,49.0,5.320000000000002,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1362,49,Shattered Skies,2016,56.0,5.2,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,49,Out of Ammo,2016,48.0,7.3,2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,49,Shiny,2016,51.0,5.273913043478262,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,48,Homefront: The Revolution,2016,50.333333333333336,4.1000000000000005,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,48,NightCry,2016,46.0,3.0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,47,Kill Strain,2016,53.0,7.2,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,46,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,49.5,5.7,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,46,The Huntsman: Winter's Curse,2016,45.0,4.81875,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1370,45,Super Dungeon Bros,2016,48.0,2.0,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,45,RollerCoaster Tycoon World,2016,43.0,2.1,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1372,44,Death by Game Show,2016,50.0,5.4,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,44,Zenith,2016,46.0,6.6,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1374,43,Ace Banana,2016,40.0,4.3,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,43,Back in 1995,2016,52.0,5.8,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,42,MagNets: Fully Charged,2016,49.0,4.1,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,42,One Way Trip,2016,41.0,4.3,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,42,Crystal Rift,2016,37.0,6.3,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1379,42,Dinocide,2016,51.0,6.7,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,42,Blood Alloy: Reborn,2016,48.0,5.209523809523809,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,39,Bombshell,2016,43.0,3.7,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,39,MilitAnt,2016,44.0,5.4,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,37,Active Soccer 2 DX,2016,53.0,7.2,2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1384,37,7 Days to Die,2016,40.0,5.65,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,36,Umbrella Corps,2016,37.0,2.2,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1386,31,Weeping Doll,2016,32.0,2.7,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,30,Ghostbusters,2016,31.0,0.8,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,27,Dino Dini's Kick Off Revival,2016,31.0,4.5,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1389,23,Soda Drinker Pro,2016,30.0,5.5,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,97,Super Mario Odyssey,2017,97.0,8.9,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,96,The Legend of Zelda: Breath of the Wild,2017,96.5,8.399999999999999,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,94,Persona 5,2017,93.0,8.7,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1393,93,Path of Exile: The Fall of Oriath,2017,83.0,7.5,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1394,92,SteamWorld Heist: Ultimate Edition,2017,91.0,8.6,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1395,92,Mario Kart 8 Deluxe,2017,92.0,8.6,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1396,90,Hollow Knight,2017,88.5,8.9,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,90,Shovel Knight: Treasure Trove,2017,91.0,8.1,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,90,DUSK,2017,88.0,8.3,2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,89,Paradigm,2017,85.0,7.6,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,89,Horizon Zero Dawn,2017,89.0,8.4,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1401,89,Lone Echo,2017,89.0,7.8,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,88,XCOM 2: War of the Chosen,2017,88.0,7.8,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1403,88,What Remains of Edith Finch,2017,89.25,7.925,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,88,Okami HD,2017,88.75,8.274999999999999,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,88,Final Fantasy XIV: Stormblood,2017,88.0,8.399999999999999,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1406,88,Nioh,2017,88.0,8.5,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1407,88,SteamWorld Dig 2,2017,86.5,8.6,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,88,Cuphead,2017,87.0,8.3,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,88,Robo Recall,2017,85.0,7.8,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,87,Injustice 2,2017,87.33333333333333,7.999999999999999,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,87,Sonic Mania,2017,85.0,8.433333333333334,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,87,Metroid: Samus Returns,2017,85.0,8.8,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,86,Yakuza 0,2017,85.5,8.350000000000001,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,86,Star Wars Pinball,2017,79.0,6.666666666666667,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,86,F1 2017,2017,86.33333333333333,7.366666666666667,2017,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1416,86,Finding Paradise,2017,81.0,8.3,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1417,86,Shovel Knight: Specter of Torment,2017,84.0,7.9,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,86,Polybius,2017,84.0,7.3,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,86,Night in the Woods,2017,86.66666666666667,7.333333333333333,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,86,The Legend of Heroes: Trails in the Sky the 3rd,2017,83.0,7.7,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1421,85,Rayman Legends: Definitive Edition,2017,84.0,8.4,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,85,Azure Striker Gunvolt: Striker Pack,2017,82.0,7.8,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,85,Uncharted: The Lost Legacy,2017,84.0,7.9,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,85,Forza Motorsport 7,2017,84.0,5.1,2017,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1425,85,Final Fantasy XII: The Zodiac Age,2017,84.66666666666667,8.5,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1426,85,Wipeout: Omega Collection,2017,85.0,8.1,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1427,85,Gorogoa,2017,83.5,8.2,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,85,Statik,2017,84.0,7.8,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,85,Galactic Civilizations III: Crusade,2017,85.0,6.7,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1430,85,Rakuen,2017,84.0,8.2,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,85,Zero Escape: The Nonary Games,2017,87.0,8.0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,85,Battlerite,2017,85.0,7.3,2017,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1433,85,Pillars of Eternity: Complete Edition,2017,84.33333333333333,5.966666666666666,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1434,85,Dragon Quest VIII: Journey of the Cursed King,2017,85.0,8.4,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1435,85,West of Loathing,2017,86.0,7.8,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1436,85,Mario + Rabbids: Kingdom Battle,2017,85.0,8.5,2017,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1437,85,Assassin's Creed Origins,2017,83.33333333333333,7.133333333333333,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,84,Disgaea 5 Complete,2017,81.0,8.4,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1439,84,Danmaku Unlimited 3,2017,84.0,7.8,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,84,Pyre,2017,83.5,7.85,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1441,84,Ys VIII: Lacrimosa of DANA,2017,83.5,8.55,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1442,84,Mutant Mudds Collection,2017,85.0,8.4,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,84,Hotline Miami Collection,2017,82.0,8.3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,84,DiRT 4,2017,83.0,6.7,2017,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1445,84,Fire Emblem Echoes: Shadows of Valentia,2017,81.0,8.6,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1446,84,Destiny 2,2017,85.0,4.366666666666666,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,84,Nioh: Complete Edition,2017,84.0,6.8,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1448,84,Horizon Zero Dawn: The Frozen Wilds,2017,83.0,7.8,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1449,84,FIFA 18,2017,79.0,3.8,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1450,84,Danganronpa 1-2 Reload,2017,83.0,8.1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,83,Hellblade: Senua's Sacrifice,2017,82.75,7.4750000000000005,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,83,Puyo Puyo Tetris,2017,82.0,7.8,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,83,Splatoon 2,2017,83.0,8.5,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1454,83,Steel Division: Normandy 44,2017,83.0,7.5,2017,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1455,83,The Sims 4: Cats & Dogs,2017,80.0,4.6,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1456,83,Chess Ultra,2017,79.0,7.3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,83,Xenoblade Chronicles 2,2017,83.0,8.7,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1458,83,Battle Chef Brigade,2017,82.0,7.78974358974359,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,83,Linelight,2017,77.0,5.5,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,83,BYE-BYE BOXBOY!,2017,83.0,7.8,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,83,Thimbleweed Park,2017,84.0,7.824999999999999,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,83,Danganronpa V3: Killing Harmony,2017,80.5,7.85,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,82,Splasher,2017,81.0,7.6,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,82,Middle-earth: Shadow of War,2017,78.66666666666667,3.8666666666666667,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,82,Guild Wars 2: Path of Fire,2017,83.0,7.5,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1466,82,Dishonored: Death of the Outsider,2017,82.33333333333333,6.8,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,82,Mario & Luigi: Superstar Saga + Bowser's Minions,2017,81.0,8.4,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1468,82,Tekken 7,2017,81.66666666666667,6.633333333333333,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,82,Hand of Fate 2,2017,81.25,7.95,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,82,Pro Evolution Soccer 2018,2017,82.0,6.866666666666667,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1471,82,Yakuza Kiwami,2017,80.0,8.2,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,82,South Park: The Fractured But Whole,2017,81.0,7.6,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1473,82,Rumu,2017,79.0,7.8,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,82,Endless Space 2,2017,80.0,7.8,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1475,82,Fire Pro Wrestling World,2017,79.0,7.3,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1476,82,Project CARS 2,2017,83.33333333333333,6.233333333333333,2017,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1477,82,The End Is Nigh,2017,82.0,7.75,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,81,Faeria,2017,81.0,7.7,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,81,Madden NFL 18,2017,82.0,3.95,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1480,81,Golf Story,2017,78.0,8.3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,81,Battle Brothers,2017,80.0,7.7,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1482,81,Nioh: Bloodshed's End,2017,85.0,6.7,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1483,81,Fallout 4 VR,2017,78.0,5.1,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1484,81,Etrian Odyssey V: Beyond the Myth,2017,80.0,7.9,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1485,81,Reigns: Her Majesty,2017,81.0,7.1,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1486,81,The Sexy Brutale,2017,78.25,6.824999999999999,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,81,Stellaris: Utopia,2017,82.0,7.8,2017,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1488,81,Bleed 2,2017,80.33333333333333,7.2,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,81,Gravity Rush 2,2017,80.0,8.1,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,81,L.A. Noire: The VR Case Files,2017,82.0,6.6,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,81,Sundered: Eldritch Edition,2017,76.0,7.7,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,81,Prey,2017,81.66666666666667,7.900000000000001,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,81,Pinball FX3,2017,80.0,6.55,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
