,openscore,name,year_x,metascore,userscore,year_y,action,fighting,first-person,flight,party,puzzle,racing,real-time,role-playing,simulation,sports,strategy,third-person,turn-based,wargame,wrestling
625,76,Saints Row IV: Re-Elected,2015,74.0,7.35,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,76,Nobunaga's Ambition: Sphere of Influence,2015,80.0,7.6,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
627,76,Chroma Squad,2015,74.5,7.050000000000001,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
628,76,Grow Home,2015,74.5,6.699999999999999,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,76,Story of Seasons,2015,76.0,7.9,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
630,76,"Guns, Gore & Cannoli",2015,71.5,7.65,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
631,75,Tom Clancy's Rainbow Six Siege,2015,75.33333333333333,7.166666666666667,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
632,75,Anna's Quest,2015,74.0,6.8,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,75,Call of Duty: Advanced Warfare - Ascendance,2015,75.0,6.6,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
634,75,Not a Hero,2015,74.5,6.65,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,75,Titan Souls,2015,73.5,6.15,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,75,Resident Evil: Revelations 2 - Episode 2: Contemplation,2015,74.5,7.2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,75,Lost Orbit,2015,77.0,7.1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,75,Game of Thrones: Episode Four - Sons of Winter,2015,76.66666666666667,7.266666666666667,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,75,Jotun: Valhalla Edition,2015,74.5,6.425000000000001,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,75,Lost Dimension,2015,71.5,7.449999999999999,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,75,Cradle,2015,65.0,7.5,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
642,75,Planetbase,2015,70.0,6.723563218390801,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
643,75,Bulb Boy,2015,75.0,7.4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,75,Victor Vran,2015,75.0,7.5,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
645,75,Volume,2015,75.5,7.15,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,75,Guild of Dungeoneering,2015,72.0,4.9,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
647,75,Just Cause 3,2015,72.66666666666667,6.233333333333333,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,75,Letter Quest: Grimm's Journey Remastered,2015,77.0,6.0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,75,Frozen Cortex,2015,79.0,6.5,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
650,75,Adventures of Pip,2015,74.66666666666667,7.166666666666667,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,75,Hyperdimension Neptunia Re;Birth1,2015,69.0,7.6,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
652,75,Blackguards 2,2015,74.0,7.3,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
653,75,Super Stardust Ultra,2015,74.0,7.2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,74,One Piece: Pirate Warriors 3,2015,74.0,7.7,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,74,Rebel Galaxy,2015,75.0,7.5,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,74,Resident Evil: Revelations 2,2015,72.4,7.56,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,74,Massive Chalice,2015,72.5,6.4,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
658,74,Penarium,2015,71.5,6.4820796460176995,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,74,Leo's Fortune,2015,72.0,6.4,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,74,A Pixel Story,2015,73.5,6.256531531531532,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,74,Kero Blaster,2015,82.0,7.3,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,74,Amnesia: Memories,2015,72.0,7.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,74,Hotline Miami 2: Wrong Number,2015,74.5,7.6,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,74,The Elder Scrolls Online: Tamriel Unlimited,2015,75.5,7.95,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
665,74,Swords & Soldiers II,2015,75.0,8.3,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
666,74,"War, the Game",2015,65.0,7.1,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
667,74,Kingdom,2015,74.0,7.6,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,74,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,2015,74.5,6.7,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,74,BADLAND: Game of the Year Edition,2015,74.5,6.6,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,74,Call of Duty: Advanced Warfare - Havoc,2015,72.0,6.4,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
671,74,Far Cry 4: Valley of the Yetis,2015,75.0,7.1,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
672,74,Evolve,2015,75.66666666666667,4.566666666666666,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
673,74,Resident Evil: Revelations 2 - Episode 3: Judgment,2015,75.0,7.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,74,The Legend of Zelda: Tri Force Heroes,2015,73.0,7.5,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,73,Darksiders II: Deathinitive Edition,2015,74.66666666666667,7.433333333333333,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,73,Block N Load,2015,72.0,7.5,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
677,73,The Escapists,2015,72.0,6.599999999999999,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,73,Dying Light,2015,74.33333333333333,7.866666666666667,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,73,State of Decay: Year One Survival Edition,2015,72.0,6.8,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,73,Card Hunter,2015,83.0,7.7,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,73,Extreme Exorcism,2015,71.5,6.360833333333334,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,73,Danganronpa Another Episode: Ultra Despair Girls,2015,69.5,7.6000000000000005,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,73,The Book of Unwritten Tales 2,2015,74.75,7.225,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,73,NEON STRUCT,2015,62.0,6.4,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,73,The Beginner's Guide,2015,76.0,7.5,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,73,Five Nights at Freddy's 3,2015,68.0,6.9,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,73,Pathologic Classic HD,2015,76.0,8.6,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688,73,The Age of Decadence,2015,81.0,8.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
689,73,Assassin's Creed Syndicate: Jack the Ripper,2015,72.0,6.6,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,72,Resident Evil: Revelations 2 - Episode 1: Penal Colony,2015,73.66666666666667,7.099999999999999,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,72,ScreamRide,2015,71.0,4.8,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
692,72,Oblitus,2015,69.0,7.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,72,Act of Aggression,2015,71.0,7.1,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
694,72,Kirby and the Rainbow Curse,2015,73.0,8.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,72,"Warhammer 40,000: Regicide",2015,72.0,7.6,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
696,72,Nom Nom Galaxy,2015,69.0,6.4,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,72,Final Fantasy Type-0 HD,2015,71.0,7.6000000000000005,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
698,72,Battlefield Hardline,2015,71.66666666666667,4.766666666666667,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
699,72,Magic Duels: Origins,2015,77.0,6.1,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
700,72,The Sims 4: Get Together,2015,72.0,7.3,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701,72,Dreamfall Chapters Book Two: Rebels,2015,71.0,7.8,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
702,72,Mario vs. Donkey Kong: Tipping Stars,2015,70.0,7.45,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,72,Game of Thrones: Episode Six - The Ice Dragon,2015,75.0,6.933333333333334,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,72,Underground,2015,67.0,7.6,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,72,Sublevel Zero,2015,71.0,7.1,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
706,71,Game of Thrones: Episode Five - A Nest of Vipers,2015,74.33333333333333,6.8,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,71,The Evil Within: The Consequence,2015,75.0,7.7,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,71,Tales of Zestiria,2015,72.0,7.3,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
709,71,The Sims 4: Get to Work,2015,73.0,5.9,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
710,71,Star Wars Battlefront,2015,73.33333333333333,4.333333333333333,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
711,71,Game of Thrones: Episode Two - The Lost Lords,2015,72.66666666666667,7.433333333333334,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,71,Deception IV: The Nightmare Princess,2015,69.0,7.1,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
713,71,Beyond: Two Souls,2015,72.66666666666667,7.900000000000001,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
714,71,Pokemon Picross,2015,75.0,7.5,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,71,Human Resource Machine,2015,75.66666666666667,7.6000000000000005,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,71,Dragon Ball: Xenoverse,2015,68.0,7.5,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,71,Tormentum - Dark Sorrow,2015,72.0,8.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,71,Hard West,2015,73.0,7.5,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
719,71,Assassin's Creed Rogue,2015,72.66666666666667,7.3999999999999995,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,71,Kitty Powers' Matchmaker,2015,72.0,6.3,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,71,Flame Over,2015,69.0,6.1,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
722,71,LEGO Jurassic World,2015,70.75,6.891666666666667,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,70,Unmechanical: Extended Edition,2015,70.5,6.8,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,70,Thea: The Awakening,2015,72.0,7.583333333333334,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
725,70,Dead Synchronicity: Tomorrow Comes Today,2015,69.5,7.15,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,70,Heroes of Might & Magic III - HD Edition,2015,65.0,4.3,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
727,70,The Masterplan,2015,68.0,7.4,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
728,70,Super Galaxy Squadron,2015,70.0,6.723563218390801,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,70,The Incredible Adventures of Van Helsing: Final Cut,2015,79.0,7.2,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
730,70,In Between,2015,68.0,8.0,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,70,Legends of Eisenwald,2015,71.0,7.6,2015,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
732,70,Middle-earth: Shadow of Mordor - The Bright Lord,2015,68.0,6.3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,70,The Swindle,2015,71.5,5.55,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,70,WWE 2K16,2015,72.5,6.25,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735,70,Life is Feudal: Your Own,2015,63.0,5.6,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,70,Warlocks vs Shadows,2015,68.0,6.480813953488374,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,69,Destiny: House of Wolves,2015,72.0,4.2,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
738,69,Broken Age: Act 2,2015,73.0,6.3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
739,69,Payday 2: Crimewave Edition,2015,68.0,3.8,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
740,69,Pokemon Super Mystery Dungeon,2015,69.0,8.3,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
741,69,Mad Max,2015,71.33333333333333,7.766666666666667,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,69,Sunset,2015,66.0,2.8,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
743,69,StarDrive 2,2015,70.0,5.4,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
744,69,Magicka 2,2015,70.5,6.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,69,Anno 2205,2015,72.0,6.0,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
746,69,Disco Dodgeball Remix,2015,68.5,6.990406976744187,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
747,69,Action Henk,2015,73.0,6.521386430678466,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,69,FIRE,2015,64.0,6.8,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,69,War for the Overworld,2015,65.0,7.7,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
750,69,Fairy Fencer F,2015,65.5,7.65,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751,69,Aviary Attorney,2015,77.0,7.3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,68,0RBITALIS,2015,73.0,7.3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,68,Dr. Mario: Miracle Cure,2015,69.0,6.5,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,68,Big Pharma,2015,72.0,6.3,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
755,68,ZEN Pinball 2: Marvel's Avengers: Age of Ultron,2015,65.0,6.572043010752691,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,68,Citizens of Earth,2015,67.66666666666667,7.1000000000000005,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
757,68,Planet of the Eyes,2015,64.0,6.221666666666667,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,68,Hyperdevotion Noire: Goddess Black Heart,2015,68.0,7.2,2015,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
759,68,Mayan Death Robots,2015,69.0,7.4,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
760,68,Dungeons 2,2015,65.5,6.9,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
761,68,The Escapists: The Walking Dead,2015,65.0,7.3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,68,Fruit Ninja Kinect 2,2015,69.0,7.8,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,68,Harold,2015,70.0,6.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,68,Morningstar: Descent to Deadrock,2015,62.0,5.9,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,68,Clandestine,2015,69.0,7.4,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,68,Knight Squad,2015,71.0,6.8,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,67,Assassin's Creed Chronicles: China,2015,67.66666666666667,5.5,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,67,Fahrenheit: Indigo Prophecy Remastered,2015,61.0,7.6,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
769,67,Paperbound,2015,69.0,6.2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,67,Oceanhorn: Monster of Uncharted Seas,2015,69.25,7.449999999999999,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,67,Ace Combat: Assault Horizon Legacy+,2015,63.0,5.8,2015,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
772,67,Dynasty Warriors 8 Empires,2015,63.666666666666664,7.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,67,Just Dance 2016,2015,70.66666666666667,6.266666666666666,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,67,Nevermind,2015,65.0,6.5,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
775,67,Way of the Samurai 4,2015,72.0,7.3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,67,Saints Row: Gat Out of Hell,2015,65.0,6.1000000000000005,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,67,There Came an Echo,2015,58.0,5.7,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
778,67,Dirty Bomb,2015,63.0,7.7,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
779,67,The Park,2015,61.0,6.066666666666666,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,67,Grand Ages: Medieval,2015,63.5,5.95,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
781,67,Trine 3: The Artifacts of Power,2015,68.0,7.2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,66,Rememoried,2015,65.0,6.0,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
783,66,Albino Lullaby: Episode 1,2015,64.0,6.221666666666667,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,66,The Incredible Adventures of Van Helsing III,2015,64.0,6.4,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
785,66,Valhalla Hills,2015,69.0,6.8,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
786,66,Masochisia,2015,68.0,7.2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,66,Fat Princess Adventures,2015,63.0,7.3,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
788,66,Forza Horizon 2 Presents Fast & Furious,2015,61.0,8.0,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
789,66,Castaway Paradise,2015,66.0,6.504411764705885,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
790,66,Zombie Vikings,2015,64.0,7.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,66,Traverser,2015,61.0,6.5,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,66,Phantom Breaker: Battle Grounds,2015,67.66666666666667,7.1000000000000005,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,65,Party Hard,2015,60.0,7.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,65,Skyhill,2015,63.0,5.5,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
795,65,Sword Art Online Re: Hollow Fragment,2015,65.0,7.2,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
796,65,Kyn,2015,58.0,4.9,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
797,65,White Night,2015,65.33333333333333,6.966666666666666,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,65,Need for Speed,2015,66.33333333333333,6.633333333333333,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
799,65,Shiftlings,2015,63.0,6.1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,65,Sid Meier's Starships,2015,64.0,4.3,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
801,65,Zombie Army Trilogy,2015,65.33333333333333,6.933333333333334,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
802,65,The Charnel House Trilogy,2015,68.0,5.6,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,65,Etherium,2015,62.0,6.3,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
804,65,Tachyon Project,2015,72.5,6.95,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,65,Sparkle Unleashed,2015,65.0,6.4,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,65,Mario Party 10,2015,66.0,6.4,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,65,Pneuma: Breath of Life,2015,66.0,6.6,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
808,65,Color Guardians,2015,62.0,6.3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,65,Earth Defense Force 4.1: The Shadow of New Despair,2015,64.0,7.4,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
810,65,Typoman,2015,57.0,7.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,64,Adventure Time: Finn and Jake Investigations,2015,66.0,5.5,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
812,64,The Weaponographist,2015,58.0,6.9,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
813,64,Sword Art Online: Lost Song,2015,63.0,6.2,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
814,64,F1 2015,2015,63.333333333333336,5.5,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
815,64,No Time to Explain,2015,52.0,5.3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,64,Windward,2015,61.0,6.8,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,64,The Peanuts Movie: Snoopy's Grand Adventure,2015,60.0,5.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,64,Sym,2015,61.0,6.008045977011495,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,63,Inside My Radio,2015,68.0,7.2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,63,A Fistful of Gun,2015,60.0,7.6,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,63,RymdResa,2015,64.0,4.2,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
822,62,J-Stars Victory Vs+,2015,61.0,6.4,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,62,The Order: 1886,2015,63.0,6.7,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
824,62,Rory McIlroy PGA Tour,2015,60.5,3.95,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
825,62,One Upon Light,2015,59.0,6.160526315789473,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,62,Gryphon Knight Epic,2015,55.0,7.4,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,62,BRAWL,2015,61.0,5.7,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,62,Omega Quintet,2015,58.0,7.1,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
829,61,Kholat,2015,60.666666666666664,6.1000000000000005,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
830,61,Shadowrun Chronicles: Boston Lockdown,2015,61.0,7.1,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
831,61,Sword Coast Legends,2015,61.0,5.6,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
832,61,Corpse of Discovery,2015,49.0,2.0,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
833,61,Feist,2015,62.0,6.6802631578947365,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,61,Lightning Returns: Final Fantasy XIII,2015,67.0,6.7,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
835,61,Beyond Eyes,2015,57.333333333333336,5.599999999999999,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,61,Exile's End,2015,63.0,6.3,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,61,Pillar,2015,59.0,6.6,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,61,Warhammer Quest,2015,55.0,2.6,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
839,61,Legions of Steel,2015,64.0,4.4,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
840,60,A Bastard's Tale,2015,48.0,5.8,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,60,Magnetic: Cage Closed,2015,58.0,6.691025641025641,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
842,60,Sonic: Lost World,2015,61.0,6.699999999999999,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,60,Toren,2015,56.5,5.65,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,60,12 is Better Than 6,2015,59.0,4.725,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
