,openscore,name,year_x,metascore,userscore,year_y
120,78,MotoGP 19,2019,75.5,7.949999999999999,2019.0
121,78,The Elder Scrolls Online: Elsweyr,2019,80.0,8.1,2019.0
122,78,The Ninja Saviors: Return of the Warriors,2019,77.0,6.4,2019.0
123,78,Creature in the Well,2019,77.0,6.2,2019.0
124,77,New Super Lucky's Tale,2019,76.0,7.9,2019.0
125,77,Concrete Genie,2019,75.0,8.4,2019.0
126,77,Forager,2019,78.0,8.25,2019.0
127,77,Puyo Puyo Champions,2019,74.0,7.1,2019.0
128,77,Digimon Story Cyber Sleuth: Complete Edition,2019,79.0,7.9,2019.0
129,77,Crystal Crisis,2019,79.0,8.2,2019.0
130,77,The Alliance Alive HD Remastered,2019,75.0,7.6,2019.0
131,77,When Ski Lifts Go Wrong,2019,72.0,6.284999999999998,2019.0
132,77,Madden NFL 20,2019,77.5,1.85,2019.0
133,77,Doraemon: Story of Seasons,2019,74.0,7.5,2019.0
134,77,Fate/Extella Link,2019,74.5,7.1,2019.0
135,76,The Surge 2,2019,76.66666666666667,6.599999999999999,2019.0
136,76,Pikuniku,2019,75.0,6.95,2019.0
137,76,Afterparty,2019,74.0,6.133333333333333,2019.0
138,76,Battlefleet Gothic: Armada 2,2019,77.0,7.5,2019.0
139,76,Muse Dash,2019,73.0,7.7,2019.0
140,76,Never Give Up,2019,78.0,7.9,2019.0
141,76,Field of Glory: Empires,2019,75.0,7.7,2019.0
142,76,Trover Saves the Universe,2019,76.0,7.9,2019.0
143,76,Mechstermination Force,2019,78.0,7.7,2019.0
144,76,Attack on Titan 2: Final Battle,2019,74.5,5.7078125,2019.0
145,76,Observation,2019,77.0,6.95,2019.0
146,76,Contra Anniversary Collection,2019,77.5,6.25,2019.0
147,76,NBA 2K20,2019,77.0,0.9666666666666667,2019.0
148,76,Song of Horror,2019,73.0,8.3,2019.0
149,76,Destiny 2: Shadowkeep,2019,75.66666666666667,6.633333333333333,2019.0
150,76,We. The Revolution,2019,77.5,7.65,2019.0
151,76,Hob: The Definitive Edition,2019,76.0,7.7,2019.0
152,76,Rebel Galaxy Outlaw,2019,77.0,5.8,2019.0
153,75,Neo Cab,2019,75.5,6.25,2019.0
154,75,They Are Billions,2019,74.0,5.713725490196079,2019.0
155,75,The Eternal Castle Remastered,2019,73.0,6.9,2019.0
156,75,Dragon Star Varnir,2019,75.0,6.8,2019.0
157,75,Fantasy Strike,2019,75.0,7.8,2019.0
158,75,Angry Birds VR: Isle of Pigs,2019,78.0,5.2,2019.0
159,75,"Bury me, my Love",2019,75.0,5.3,2019.0
160,75,Everybody's Golf VR,2019,74.0,7.9,2019.0
161,75,Code Vein,2019,72.33333333333333,7.866666666666667,2019.0
162,74,Dead or Alive 6,2019,73.66666666666667,5.333333333333333,2019.0
163,74,Gato Roboto,2019,75.5,7.65,2019.0
164,74,John Wick Hex,2019,74.0,3.5,2019.0
165,74,GreedFall,2019,74.66666666666667,8.0,2019.0
166,74,Zanki Zero: Last Beginning,2019,72.0,5.9,2019.0
167,74,Rad,2019,72.25,6.425000000000001,2019.0
168,74,Heaven's Vault,2019,73.0,4.95,2019.0
169,74,Assetto Corsa Competizione,2019,77.0,6.7,2019.0
170,74,Team Sonic Racing,2019,72.0,7.8,2019.0
171,74,Deliver Us The Moon,2019,74.0,8.5,2019.0
172,74,Aftercharge,2019,69.0,6.3,2019.0
173,73,Tannenberg,2019,69.0,8.7,2019.0
174,73,Marvel Ultimate Alliance 3: The Black Order,2019,73.0,7.2,2019.0
175,73,Need for Speed Heat,2019,75.0,6.95,2019.0
176,73,Cricket 19,2019,73.0,8.4,2019.0
177,73,The Liar Princess and the Blind Prince,2019,70.5,7.0,2019.0
178,73,God Eater 3,2019,72.0,7.199999999999999,2019.0
179,72,Super Cane Magic ZERO,2019,68.5,6.15,2019.0
180,72,Moons of Madness,2019,71.0,6.9,2019.0
181,72,Exception,2019,71.0,6.566666666666667,2019.0
182,72,198X,2019,68.0,5.35,2019.0
183,72,Feudal Alloy,2019,76.0,7.6,2019.0
184,72,A Fisherman's Tale,2019,74.0,5.45,2019.0
185,72,Overland,2019,69.0,7.1,2019.0
186,72,Saints Row: The Third - The Full Package,2019,70.0,5.8,2019.0
187,72,The Sojourn,2019,74.0,6.933333333333334,2019.0
188,71,Days Gone,2019,71.0,8.0,2019.0
189,71,Dark Devotion,2019,72.0,7.3,2019.0
190,71,Draugen,2019,73.0,7.1,2019.0
191,71,Minoria,2019,73.0,7.5,2019.0
192,71,Erica,2019,69.0,7.0,2019.0
193,71,Tiny Metal: Full Metal Rumble,2019,77.0,8.0,2019.0
194,71,Etherborn,2019,69.33333333333333,7.400000000000001,2019.0
195,70,Sea of Solitude,2019,68.33333333333333,6.766666666666667,2019.0
196,70,Falcon Age,2019,70.0,6.3,2019.0
197,70,Oninaki,2019,68.5,6.2,2019.0
198,70,Daemon X Machina,2019,68.0,7.1,2019.0
199,70,Melbits World,2019,71.0,6.8,2019.0
200,70,Earth Defense Force: Iron Rain,2019,69.0,5.5,2019.0
201,70,Genesis Alpha One,2019,66.66666666666667,3.6333333333333333,2019.0
202,70,World War Z,2019,70.0,6.0,2019.0
203,70,Dawn of Man,2019,74.0,6.7,2019.0
204,70,The Blackout Club,2019,68.0,7.0,2019.0
205,70,Layers of Fear 2,2019,67.0,6.366666666666667,2019.0
206,70,Lapis x Labyrinth,2019,71.0,6.0,2019.0
207,70,Hitman HD Enhanced Collection,2019,69.0,2.2,2019.0
208,70,Crystar,2019,69.0,6.2,2019.0
209,70,Rain of Reflections: Chapter 1,2019,68.0,6.2058823529411775,2019.0
210,70,Project Nimbus: Complete Edition,2019,68.0,6.2058823529411775,2019.0
211,70,Felix the Reaper,2019,69.66666666666667,7.566666666666667,2019.0
212,70,Weedcraft Inc,2019,67.0,7.2,2019.0
213,70,Conan Unconquered,2019,62.0,4.8,2019.0
214,69,Death end re;Quest,2019,71.0,7.5,2019.0
215,69,NASCAR Heat 4,2019,74.0,7.3,2019.0
216,69,Effie,2019,68.0,7.1,2019.0
217,69,ChromaGun VR,2019,64.0,5.5,2019.0
218,69,Blair Witch,2019,67.5,6.449999999999999,2019.0
219,69,Ghostbusters: The Video Game Remastered,2019,68.0,6.233333333333334,2019.0
220,69,Assassin's Creed III Remastered,2019,69.66666666666667,5.166666666666667,2019.0
221,69,The Sinking City,2019,65.5,6.5,2019.0
222,69,Space Junkies,2019,70.0,4.7,2019.0
223,69,Steel Division 2,2019,73.0,8.0,2019.0
224,68,MediEvil,2019,67.0,8.3,2019.0
225,68,Citizens of Space,2019,63.0,5.013333333333334,2019.0
226,68,Warsaw,2019,64.0,7.5,2019.0
227,68,Night Call,2019,68.0,5.4,2019.0
228,68,Pathway,2019,68.0,6.7,2019.0
229,68,MXGP 2019,2019,69.0,5.802941176470589,2019.0
230,68,Degrees of Separation,2019,67.5,5.485294117647059,2019.0
231,68,Pathologic 2,2019,67.0,8.3,2019.0
232,68,Riverbond,2019,66.5,5.9,2019.0
233,68,Darksiders III: Keepers of the Void,2019,59.0,2.0,2019.0
234,68,Travis Strikes Again: No More Heroes,2019,67.0,7.8,2019.0
235,67,Warhammer: Chaosbane,2019,68.33333333333333,5.166666666666667,2019.0
236,67,Tech Support: Error Unknown,2019,70.0,7.2,2019.0
237,67,The Angry Birds Movie 2 VR: Under Pressure,2019,70.0,7.9,2019.0
238,67,Intruders: Hide and Seek,2019,62.0,6.3,2019.0
239,67,Deadly Premonition Origins,2019,70.0,7.4,2019.0
240,67,Double Cross,2019,67.0,6.7,2019.0
241,67,The Occupation,2019,66.66666666666667,3.733333333333333,2019.0
242,67,RICO,2019,70.0,6.5,2019.0
243,67,Mini-Mech Mayhem,2019,67.0,5.9,2019.0
244,67,Metal Wolf Chaos XD,2019,61.0,5.966666666666666,2019.0
245,67,Senran Kagura Burst Re:Newal,2019,65.0,4.2,2019.0
246,66,Ancestors: The Humankind Odyssey,2019,64.0,5.9,2019.0
247,66,Wolfenstein: Youngblood,2019,66.25,2.625,2019.0
248,66,Fitness Boxing,2019,66.0,7.0,2019.0
249,66,Automachef,2019,68.0,6.2058823529411775,2019.0
250,66,Dry Drowning,2019,65.0,8.0,2019.0
251,66,American Fugitive,2019,66.66666666666667,6.135294117647059,2019.0
252,66,Windscape,2019,66.0,5.769230769230768,2019.0
253,66,Rebel Cops,2019,69.0,6.3,2019.0
254,66,Snooker 19,2019,66.0,5.609157509157509,2019.0
255,66,Travis Strikes Again: No More Heroes - Complete Edition,2019,67.0,3.0,2019.0
256,66,The Hong Kong Massacre,2019,69.5,5.800000000000001,2019.0
257,65,Pagan Online,2019,64.0,6.1,2019.0
258,65,Redeemer: Enhanced Edition,2019,66.5,6.384615384615384,2019.0
259,65,Truberbrook,2019,76.0,6.81111111111111,2019.0
260,65,Elli,2019,67.0,6.389473684210527,2019.0
261,65,Sniper Elite V2 Remastered,2019,65.25,5.325,2019.0
262,65,Solo: Islands of the Heart,2019,55.0,4.6000000000000005,2019.0
263,64,Dangerous Driving,2019,63.5,4.5,2019.0
264,64,Outward,2019,64.66666666666667,7.366666666666667,2019.0
265,63,Little Town Hero,2019,64.0,4.4,2019.0
266,63,Super Monkey Ball: Banana Blitz HD,2019,62.5,5.699999999999999,2019.0
267,63,The World Next Door,2019,63.0,6.3,2019.0
268,63,Close to the Sun,2019,65.0,4.9,2019.0
269,63,Arcade Classics Anniversary Collection,2019,61.5,5.140909090909091,2019.0
270,63,Groundhog Day: Like Father Like Son,2019,62.0,5.0,2019.0
271,63,Jet Kave Adventure,2019,67.0,6.4,2019.0
272,63,A Knight's Quest,2019,62.0,4.15,2019.0
273,63,Crackdown 3,2019,57.0,3.45,2019.0
274,62,Destiny Connect: Tick-Tock Travelers,2019,57.0,5.3,2019.0
275,62,Rainswept,2019,67.0,6.4,2019.0
276,62,Vambrace: Cold Soul,2019,59.0,5.1625,2019.0
277,62,Senran Kagura: Peach Ball,2019,62.0,7.6,2019.0
278,62,Super Neptunia RPG,2019,61.0,4.5,2019.0
279,62,The Church in the Darkness,2019,60.333333333333336,4.266666666666667,2019.0
280,62,Mage's Initiation: Reign of the Elements,2019,70.0,6.8,2019.0
281,62,Immortal Legacy: The Jade Cipher,2019,59.0,7.6,2019.0
282,61,Stranger Things 3: The Game,2019,60.333333333333336,5.733333333333333,2019.0
283,61,Warlocks 2: God Slayers,2019,60.0,7.2,2019.0
284,61,Catan,2019,61.0,2.0,2019.0
285,61,Bitlogic - A Cyberpunk Arcade Adventure,2019,55.0,4.6000000000000005,2019.0
286,61,Jupiter & Mars,2019,58.0,5.3,2019.0
287,61,Anthem,2019,59.333333333333336,3.766666666666667,2019.0
288,61,YIIK: A Postmodern RPG,2019,63.0,4.233333333333333,2019.0
289,61,Massira,2019,60.0,5.5,2019.0
290,60,The Princess Guide,2019,57.0,4.6,2019.0
291,60,The LEGO Movie 2 Videogame,2019,59.333333333333336,3.3333333333333335,2019.0
292,60,The Caligula Effect: Overdose,2019,62.0,6.199999999999999,2019.0
293,59,RemiLore: Lost Girl in the Lands of Lore,2019,61.0,6.4,2019.0
294,59,Warparty,2019,62.0,5.4,2019.0
295,59,Warplanes: WW2 Dogfight,2019,56.0,4.4,2019.0
296,59,The Padre,2019,54.0,4.566666666666666,2019.0
297,58,Daymare: 1998,2019,62.0,6.6,2019.0
298,58,Vicious Circle,2019,58.0,4.659999999999998,2019.0
299,58,Zombie Driver: Immortal Edition,2019,60.0,5.781818181818182,2019.0
300,57,Xenon Racer,2019,64.0,5.85,2019.0
301,56,Feather,2019,54.0,4.566666666666666,2019.0
302,56,The Bradwell Conspiracy,2019,57.0,4.271428571428571,2019.0
303,56,Headspun,2019,50.0,4.825,2019.0
304,55,Eden-Tomorrow,2019,52.0,5.7,2019.0
305,55,SolSeraph,2019,55.5,4.129999999999999,2019.0
306,54,Little Friends: Dogs & Cats,2019,53.0,3.95,2019.0
307,53,The Forbidden Arts,2019,50.0,4.825,2019.0
308,53,Dance of Death: Du Lac & Fey,2019,51.0,5.8,2019.0
309,52,Silver Chains,2019,51.0,5.4,2019.0
310,52,Fimbul,2019,52.0,1.8,2019.0
311,52,Contra: Rogue Corps,2019,49.666666666666664,4.6000000000000005,2019.0
312,51,Grimshade,2019,54.0,4.566666666666666,2019.0
313,51,Whipseey and the Lost Atlas,2019,54.0,4.566666666666666,2019.0
314,50,Vane,2019,49.0,5.0,2019.0
315,50,Monster Jam Steel Titans,2019,47.0,5.4,2019.0
316,50,Devil's Hunt,2019,48.0,5.6,2019.0
317,49,Generation Zero,2019,48.666666666666664,5.566666666666666,2019.0
318,49,Wolfenstein: Cyberpilot,2019,50.0,3.8,2019.0
319,48,The Great Perhaps,2019,54.0,7.6,2019.0
320,44,Eternity: The Last Unicorn,2019,36.0,5.0,2019.0
321,40,WWE 2K20,2019,42.0,1.2,2019.0
322,40,FIFA 20: Legacy Edition,2019,43.0,0.8,2019.0
323,39,Decay of Logos,2019,49.0,4.6,2019.0
324,38,Left Alive,2019,37.0,8.4,2019.0
