,name,platform,metascore,userscore,year,mean_userscore
752,Tharsis,PS4,65,6.1,2018,6.57674418604651
753,Maize,PC,65,7.5,2018,6.57674418604651
754,Mario & Sonic at the Rio 2016 Olympic Games,WIIU,65,7.9,2018,6.57674418604651
755,Reus,XONE,65,6.57674418604651,2018,6.57674418604651
756,Lovely Planet,XONE,65,5.8,2018,6.57674418604651
757,Battleship,XONE,65,6.6,2018,6.57674418604651
758,Trillion: God of Destruction,VITA,65,7.4,2018,6.57674418604651
759,Party Hard,PS4,65,6.6,2018,6.57674418604651
760,The Walking Dead: Michonne - Episode 1: In Too Deep,XONE,65,7.2,2018,6.57674418604651
761,Sparkle 2,XONE,65,6.57674418604651,2018,6.57674418604651
762,Sherlock Holmes: The Devil's Daughter,PC,65,7.1,2018,6.57674418604651
763,Xenoraid,PS4,65,6.2,2018,6.57674418604651
764,Lucky's Tale,PC,64,5.0,2018,6.204687500000002
765,Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,PS4,64,6.204687500000002,2018,6.204687500000002
766,Metroid Prime: Federation Force,3DS,64,5.6,2018,6.204687500000002
767,Shadow of the Beast,PS4,64,7.3,2018,6.204687500000002
768,Oh...Sir!,PC,64,6.204687500000002,2018,6.204687500000002
769,Blade Arcus from Shining: Battle Arena,PC,64,6.204687500000002,2018,6.204687500000002
770,Californium,PC,64,6.0,2018,6.204687500000002
771,Robinson: The Journey,PS4,64,6.7,2018,6.204687500000002
772,Franchise Hockey Manager 3,PC,64,6.204687500000002,2018,6.204687500000002
773,The Silver Case,PC,64,8.1,2018,6.204687500000002
774,Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,VITA,64,6.204687500000002,2018,6.204687500000002
775,Fallout 4: Nuka-World,PS4,64,5.9,2018,6.204687500000002
776,Gal*Gun: Double Peace,PS4,64,6.7,2018,6.204687500000002
777,Tom Clancy's The Division - Underground,PS4,64,5.6,2018,6.204687500000002
778,P-O-L-L-E-N,PC,64,4.3,2018,6.204687500000002
779,SwapQuest,VITA,64,7.0,2018,6.204687500000002
780,TRON RUN/r,PS4,64,6.7,2018,6.204687500000002
781,Assassin's Creed Chronicles: India,XONE,64,4.7,2018,6.204687500000002
782,Psycho-Pass: Mandatory Happiness,VITA,64,7.3,2018,6.204687500000002
783,The Town of Light,PC,64,7.0,2018,6.204687500000002
784,Batman: The Telltale Series,PC,64,7.0,2018,6.204687500000002
785,Kholat,PS4,64,5.9,2018,6.204687500000002
786,ADR1FT,PC,64,5.3,2018,6.204687500000002
787,King Oddball,XONE,64,6.204687500000002,2018,6.204687500000002
788,Dead Island: Definitive Collection,PS4,63,6.3,2018,6.115999999999998
789,The Witch and the Hundred Knight: Revival Edition,PS4,63,6.7,2018,6.115999999999998
790,Neon Chrome,PS4,63,6.5,2018,6.115999999999998
791,Resident Evil 6,XONE,63,6.4,2018,6.115999999999998
792,Assassin's Creed Chronicles: India,PS4,63,3.9,2018,6.115999999999998
793,Dogos,XONE,63,6.115999999999998,2018,6.115999999999998
794,Windlands,PS4,63,7.1,2018,6.115999999999998
795,Obscuritas,PC,63,4.0,2018,6.115999999999998
796,ReCore,XONE,63,6.7,2018,6.115999999999998
797,Pang Adventures,PS4,63,5.4,2018,6.115999999999998
798,Assassin's Creed Chronicles: India,PC,63,4.9,2018,6.115999999999998
799,Exile's End,PS4,63,6.3,2018,6.115999999999998
800,Through the Woods,PC,63,5.9,2018,6.115999999999998
801,Gemini: Heroes Reborn,XONE,63,6.2,2018,6.115999999999998
802,Wheels of Aurelia,PC,63,5.8,2018,6.115999999999998
803,Dangerous Golf,XONE,63,4.6,2018,6.115999999999998
804,Sebastien Loeb Rally Evo,XONE,63,7.4,2018,6.115999999999998
805,Cossacks 3,PC,63,5.5,2018,6.115999999999998
806,Assetto Corsa,XONE,63,6.6,2018,6.115999999999998
807,Crush Your Enemies,PC,63,6.5,2018,6.115999999999998
808,Ninja Usagimaru: The Mysterious Karakuri Castle,3DS,63,6.115999999999998,2018,6.115999999999998
809,The Westport Independent,PC,63,5.8,2018,6.115999999999998
810,Sheltered,PC,62,4.6,2018,6.035555555555553
811,Mafia III,PC,62,3.7,2018,6.035555555555553
812,Gas Guzzlers Extreme,XONE,62,8.0,2018,6.035555555555553
813,Sonic Boom: Fire & Ice,3DS,62,7.1,2018,6.035555555555553
814,Between Me and The Night,PC,62,5.7,2018,6.035555555555553
815,Little King's Story,PC,62,7.7,2018,6.035555555555553
816,Small Radios Big Televisions,PS4,62,6.035555555555553,2018,6.035555555555553
817,Assassin's Creed Chronicles: Russia,XONE,62,4.2,2018,6.035555555555553
818,Here They Lie,PS4,62,6.8,2018,6.035555555555553
819,Tiny Troopers: Joint Ops,XONE,62,5.1,2018,6.035555555555553
820,Moon Hunters,PC,62,6.2,2018,6.035555555555553
821,Senran Kagura: Bon Appetit! - Full Course,PC,62,6.4,2018,6.035555555555553
822,The Little Acre,PC,62,6.4,2018,6.035555555555553
823,The Park,XONE,61,6.5,2018,5.583333333333332
824,Gunscape,PS4,61,5.0,2018,5.583333333333332
825,Tharsis,PC,61,4.6,2018,5.583333333333332
826,Dungeons 2,PS4,61,6.6,2018,5.583333333333332
827,Into the Stars,PC,61,3.1,2018,5.583333333333332
828,Filthy Lucre,PS4,61,6.4,2018,5.583333333333332
829,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,61,7.3,2018,5.583333333333332
830,Armikrog,XONE,61,7.3,2018,5.583333333333332
831,The Dwarves,PC,61,6.3,2018,5.583333333333332
832,No Man's Sky,PC,61,3.0,2018,5.583333333333332
833,MegaTagmension Blanc + Neptune VS Zombies,VITA,61,6.4,2018,5.583333333333332
834,Asemblance,PS4,61,5.2,2018,5.583333333333332
835,The Descendant,PC,61,7.3,2018,5.583333333333332
836,Tempest,"2015)
                                                            ",60,6.3,2018,5.858064516129032
837,The Dwarves,PS4,60,6.2,2018,5.858064516129032
838,Lifeless Planet: Premier Edition,PS4,60,4.4,2018,5.858064516129032
839,Resident Evil 6,PS4,60,6.6,2018,5.858064516129032
840,We Are The Dwarves,PC,60,7.6,2018,5.858064516129032
841,EVE: Gunjack,PS4,60,6.2,2018,5.858064516129032
842,Mario & Sonic at the Rio 2016 Olympic Games,3DS,60,6.8,2018,5.858064516129032
843,Assassin's Creed Chronicles: Russia,PS4,60,4.0,2018,5.858064516129032
844,The Technomancer,PS4,60,6.7,2018,5.858064516129032
845,One Piece: Burning Blood,XONE,60,6.4,2018,5.858064516129032
846,N.E.R.O.: Nothing Ever Remains Obscure,PS4,59,6.5,2018,6.164864864864866
847,Feist,XONE,59,6.164864864864866,2018,6.164864864864866
848,Lost Sea,PS4,59,6.2,2018,6.164864864864866
849,Harvest Moon: Skytree Village,3DS,59,5.9,2018,6.164864864864866
850,Chase: Cold Case Investigations - Distant Memories,3DS,59,7.7,2018,6.164864864864866
851,Necropolis,PC,59,4.6,2018,6.164864864864866
852,The Bunker,XONE,59,6.0,2018,6.164864864864866
853,Mount & Blade: Warband,XONE,59,8.5,2018,6.164864864864866
854,Drive!Drive!Drive!,PS4,59,5.0,2018,6.164864864864866
855,MXGP2: The Official Motocross Videogame,XONE,59,6.5,2018,6.164864864864866
856,PlayStation VR WORLDS,PS4,59,6.7,2018,6.164864864864866
857,GunWorld 2,XONE,59,5.6,2018,6.164864864864866
858,Lost Sea,XONE,59,7.8,2018,6.164864864864866
859,Shooting Stars!,PC,59,7.3,2018,6.164864864864866
860,Star Ocean: Integrity and Faithlessness,PS4,58,6.5,2018,5.9370370370370384
861,Cornerstone: The Song of Tyrim,PC,58,7.0,2018,5.9370370370370384
862,ZHEROS,PC,58,6.1,2018,5.9370370370370384
863,Attractio,PS4,58,6.1,2018,5.9370370370370384
864,Clockwork Empires,PC,58,3.5,2018,5.9370370370370384
865,Hunter's Legacy,PC,58,5.9370370370370384,2018,5.9370370370370384
866,Space Hulk: Deathwing,PC,58,5.3,2018,5.9370370370370384
867,Mitsurugi Kamui Hikae,PS4,58,4.2,2018,5.9370370370370384
868,ReCore,PC,58,6.0,2018,5.9370370370370384
869,The Dwarves,XONE,58,3.9,2018,5.9370370370370384
870,Touhou: Scarlet Curiosity,PS4,58,7.1,2018,5.9370370370370384
871,Scrap Garden,PC,58,5.9370370370370384,2018,5.9370370370370384
872,Carnival Games VR,PS4,58,5.8,2018,5.9370370370370384
873,Time Machine VR,PC,58,8.4,2018,5.9370370370370384
874,Shadow Puppeteer,WIIU,57,6.2,2018,5.253571428571429
875,Mobile Suit Gundam: Extreme VS-Force,VITA,57,6.9,2018,5.253571428571429
876,Necropolis,PS4,57,5.253571428571429,2018,5.253571428571429
877,Uno,XONE,57,7.1,2018,5.253571428571429
878,Goliath,PC,57,6.9,2018,5.253571428571429
879,The Bunker,PC,57,5.9,2018,5.253571428571429
880,ZHEROS,XONE,57,4.2,2018,5.253571428571429
881,Aegis of Earth: Protonovus Assault,PS4,57,6.4,2018,5.253571428571429
882,Soul Axiom,PC,57,6.1,2018,5.253571428571429
883,Catlateral Damage,PS4,57,5.1,2018,5.253571428571429
884,Trials of the Blood Dragon,XONE,57,5.7,2018,5.253571428571429
885,MeiQ: Labyrinth of Death,VITA,56,7.4,2018,5.80689655172414
886,The Technomancer,PC,56,6.6,2018,5.80689655172414
887,Q*bert: Rebooted: The XBOX One @!#?@! Edition,XONE,56,6.1,2018,5.80689655172414
888,Lethal VR,PS4,56,4.9,2018,5.80689655172414
889,Dangerous Golf,PS4,56,4.9,2018,5.80689655172414
890,ADR1FT,PS4,56,5.1,2018,5.80689655172414
891,Hardware: Rivals,PS4,56,5.3,2018,5.80689655172414
892,Verdun,PS4,56,7.1,2018,5.80689655172414
893,Shattered Skies,PC,56,5.2,2018,5.80689655172414
894,Syndrome,PC,56,5.6,2018,5.80689655172414
895,Table Top Racing: World Tour,PS4,55,6.3,2018,5.7
896,SportsBarVR,PS4,55,6.0,2018,5.7
897,The Assembly,PC,55,6.0,2018,5.7
898,Touhou Genso Rondo: Bullet Ballet,PS4,55,5.4,2018,5.7
899,Bohemian Killing,PC,55,5.9,2018,5.7
900,Trials of the Blood Dragon,PS4,55,6.3,2018,5.7
901,Mighty No. 9,XONE,55,4.1,2018,5.7
902,The Park,PS4,55,5.2,2018,5.7
903,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XONE,55,5.8,2018,5.7
904,A.W.: Phoenix Festa,VITA,55,4.5,2018,5.7
905,Homefront: The Revolution,PC,54,3.9,2018,5.357692307692308
906,POSTAL Redux,PC,54,6.6,2018,5.357692307692308
907,Soul Axiom,XONE,54,5.357692307692308,2018,5.357692307692308
908,Gemini: Heroes Reborn,PC,54,5.6,2018,5.357692307692308
909,The Tomorrow Children,PS4,54,5.9,2018,5.357692307692308
910,Sadame,3DS,54,6.2,2018,5.357692307692308
911,Breached,PC,54,7.0,2018,5.357692307692308
912,E.T. Armies,PC,54,6.9,2018,5.357692307692308
913,Dangerous Golf,PC,54,3.2,2018,5.357692307692308
914,Trials of the Blood Dragon,PC,54,6.7,2018,5.357692307692308
915,Assassin's Creed Chronicles: Russia,PC,53,4.7,2018,5.695454545454546
916,Active Soccer 2 DX,XONE,53,7.2,2018,5.695454545454546
917,Planar Conquest,PC,53,6.1,2018,5.695454545454546
918,Phantaruk,PC,53,7.7,2018,5.695454545454546
919,Solar Shifter EX,XONE,53,5.695454545454546,2018,5.695454545454546
920,Shadwen,PC,53,6.4,2018,5.695454545454546
921,#KILLALLZOMBIES,XONE,53,5.695454545454546,2018,5.695454545454546
922,Adam's Venture: Origins,PS4,53,5.9,2018,5.695454545454546
923,The Assembly,PS4,53,5.5,2018,5.695454545454546
924,Loading Human: Chapter 1,PS4,53,6.5,2018,5.695454545454546
925,Kill Strain,PS4,53,7.2,2018,5.695454545454546
926,Super Dungeon Bros,XONE,53,2.1,2018,5.695454545454546
927,Pixel Piracy,XONE,53,3.1,2018,5.695454545454546
928,Back in 1995,PC,52,5.8,2018,4.921428571428571
929,Anima: Gate of Memories,PS4,52,7.2,2018,4.921428571428571
930,"Warhammer 40,000: Eternal Crusade",PC,52,4.7,2018,4.921428571428571
931,Mighty No. 9,PS4,52,3.5,2018,4.921428571428571
932,Mighty No. 9,PC,52,3.6,2018,4.921428571428571
933,Carmageddon: Max Damage,XONE,52,7.2,2018,4.921428571428571
934,Pixel Gear,PS4,51,4.7,2018,5.769230769230769
935,Dinocide,PC,51,6.7,2018,5.769230769230769
936,Koi,PS4,51,5.4,2018,5.769230769230769
937,Carmageddon: Max Damage,PS4,51,5.9,2018,5.769230769230769
938,Shadwen,PS4,51,6.7,2018,5.769230769230769
939,Party Hard,XONE,51,6.9,2018,5.769230769230769
940,Shiny,PC,51,5.769230769230769,2018,5.769230769230769
941,Mark McMorris Infinite Air,PS4,50,7.2,2018,5.42
942,Death by Game Show,PC,50,5.42,2018,5.42
943,Armikrog,PS4,50,6.1,2018,5.42
944,Pixel Piracy,PS4,50,2.4,2018,5.42
945,Homefront: The Revolution,XONE,49,4.4,2018,4.745454545454545
946,MagNets: Fully Charged,XONE,49,4.1,2018,4.745454545454545
947,Homefront: The Revolution,PS4,48,4.0,2018,5.311111111111112
948,Mighty No. 9,WIIU,48,4.3,2018,5.311111111111112
949,Paranautical Activity,XONE,48,3.8,2018,5.311111111111112
950,Blood Alloy: Reborn,PC,48,5.311111111111112,2018,5.311111111111112
951,A Bastard's Tale,PS4,48,5.8,2018,5.311111111111112
952,Soul Axiom,PS4,47,4.8,2018,3.96
953,NightCry,PC,46,3.0,2018,4.961538461538463
954,Coffin Dodgers,XONE,46,3.7,2018,4.961538461538463
955,Bus Simulator 16,PC,46,5.9,2018,4.961538461538463
956,Le Tour de France,X360,46,8.0,2018,4.961538461538463
957,Zenith,PS4,46,6.6,2018,4.961538461538463
958,7 Days to Die,PS4,45,5.9,2018,4.766666666666667
959,The Huntsman: Winter's Curse,PS4,45,4.766666666666667,2018,4.766666666666667
960,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,44,5.4,2018,5.066666666666666
961,Harmonix Music VR,PS4,44,6.2,2018,5.066666666666666
962,MilitAnt,PS4,44,5.4,2018,5.066666666666666
963,Bombshell,"2016)
                                                            ",43,3.7,2018,3.642857142857143
964,Super Dungeon Bros,PS4,43,1.9,2018,3.642857142857143
965,Dead or Alive Xtreme 3: Fortune,PS4,43,7.4,2018,3.642857142857143
966,Surgeon Simulator: Experience Reality,PS4,43,4.1,2018,3.642857142857143
967,RollerCoaster Tycoon World,PC,43,2.1,2018,3.642857142857143
968,One Way Trip,PS4,41,4.3,2018,4.525
969,Slain!,PC,40,5.3,2018,4.975
970,Alekhine's Gun,PC,40,4.7,2018,4.975
971,Ace Banana,PS4,40,4.3,2018,4.975
972,Umbrella Corps,PS4,38,2.4,2018,3.9
973,Crystal Rift,PS4,37,6.3,2018,4.5
974,Coffin Dodgers,PS4,36,4.2,2018,4.033333333333333
975,Alekhine's Gun,PS4,36,3.7,2018,4.033333333333333
976,Umbrella Corps,PC,36,2.0,2018,4.033333333333333
977,7 Days to Die,XONE,35,5.4,2018,5.225
978,Langrisser Re:Incarnation -TENSEI-,3DS,35,6.3,2018,5.225
979,Weeping Doll,PS4,32,2.7,2018,2.266666666666667
980,Ghostbusters,XONE,32,0.5,2018,2.266666666666667
981,Dino Dini's Kick Off Revival,PS4,31,4.5,2018,4.5
982,Ghostbusters,PS4,30,1.1,2018,3.3
983,Soda Drinker Pro,XONE,30,5.5,2018,3.3
984,The Legend of Zelda: Breath of the Wild,Switch,97,8.6,2018,8.3
985,Super Mario Odyssey,Switch,97,8.9,2018,8.3
986,The Legend of Zelda: Breath of the Wild,WIIU,96,8.2,2018,8.2
987,Divinity: Original Sin II,PC,93,8.8,2018,8.450000000000001
988,Persona 5,PS4,93,8.7,2018,8.450000000000001
989,What Remains of Edith Finch,XONE,92,7.4,2018,7.590909090909091
990,Undertale,PS4,92,6.7,2018,7.590909090909091
991,Okami HD,PC,92,7.9,2018,7.590909090909091
992,Mario Kart 8 Deluxe,Switch,92,8.6,2018,7.590909090909091
993,SteamWorld Heist: Ultimate Edition,Switch,91,8.6,2018,7.883333333333334
994,Shovel Knight: Treasure Trove,Switch,91,8.1,2018,7.883333333333334
995,Bayonetta,PC,90,8.2,2018,7.561538461538462
996,F1 2017,PC,89,7.4,2018,8.109523809523811
997,Final Fantasy XIV: Stormblood,PS4,89,8.6,2018,8.109523809523811
998,Lone Echo,PC,89,7.8,2018,8.109523809523811
999,Rez Infinite,PC,89,7.2,2018,8.109523809523811
1000,Horizon Zero Dawn,PS4,89,8.4,2018,8.109523809523811
1001,Injustice 2,XONE,89,8.2,2018,8.109523809523811
1002,What Remains of Edith Finch,PC,89,8.2,2018,8.109523809523811
1003,XCOM 2: War of the Chosen,PC,88,7.8,2018,7.602631578947368
1004,N++,XONE,88,5.6,2018,7.602631578947368
1005,What Remains of Edith Finch,PS4,88,8.3,2018,7.602631578947368
1006,Wolfenstein II: The New Colossus,XONE,88,6.3,2018,7.602631578947368
1007,NieR: Automata,PS4,88,8.9,2018,7.602631578947368
1008,Cuphead,PC,88,8.2,2018,7.602631578947368
1009,SteamWorld Dig 2,Switch,88,8.7,2018,7.602631578947368
1010,Cave Story +,Switch,88,7.9,2018,7.602631578947368
1011,Night in the Woods,PC,88,7.5,2018,7.602631578947368
1012,Nex Machina: Death Machine,PS4,88,7.9,2018,7.602631578947368
1013,Nioh,PS4,88,8.5,2018,7.602631578947368
1014,Stardew Valley,Switch,87,8.8,2018,7.755102040816328
1015,Final Fantasy XIV: Stormblood,PC,87,8.2,2018,7.755102040816328
1016,Injustice 2,PS4,87,8.1,2018,7.755102040816328
1017,Night in the Woods,PS4,87,7.1,2018,7.755102040816328
1018,Enter the Gungeon,Switch,87,8.0,2018,7.755102040816328
1019,Okami HD,PS4,87,8.1,2018,7.755102040816328
1020,Hollow Knight,PC,87,9.0,2018,7.755102040816328
1021,Raw Data,PC,87,6.6,2018,7.755102040816328
1022,Zero Escape: The Nonary Games,PS4,87,8.0,2018,7.755102040816328
1023,Wolfenstein II: The New Colossus,PS4,87,7.5,2018,7.755102040816328
1024,Axiom Verge,Switch,87,8.4,2018,7.755102040816328
1025,Destiny 2,XONE,87,4.3,2018,7.755102040816328
1026,Total War: WARHAMMER II,PC,87,7.6,2018,7.755102040816328
1027,Forza Horizon 3: Hot Wheels,XONE,87,7.5,2018,7.755102040816328
1028,Okami HD,XONE,87,8.4,2018,7.755102040816328
1029,West of Loathing,PC,87,7.6,2018,7.755102040816328
1030,Thumper,XONE,86,5.1,2018,7.598305084745762
1031,Rocket League,Switch,86,8.1,2018,7.598305084745762
1032,F1 2017,PS4,86,7.5,2018,7.598305084745762
1033,Cuphead,XONE,86,8.4,2018,7.598305084745762
1034,Pillars of Eternity: Complete Edition,XONE,86,7.8,2018,7.598305084745762
1035,Sky Force Reloaded,XONE,86,7.2,2018,7.598305084745762
1036,Thimbleweed Park,PS4,86,7.5,2018,7.598305084745762
1037,Minecraft: Switch Edition,Switch,86,7.3,2018,7.598305084745762
1038,Resident Evil 7: biohazard,XONE,86,7.7,2018,7.598305084745762
1039,Final Fantasy XII: The Zodiac Age,PS4,86,8.4,2018,7.598305084745762
1040,Wolfenstein II: The New Colossus,PC,86,6.7,2018,7.598305084745762
1041,Sonic Mania,PS4,86,8.3,2018,7.598305084745762
1042,Resident Evil 7: biohazard,PS4,86,7.9,2018,7.598305084745762
1043,PlayerUnknown's Battlegrounds,PC,86,4.6,2018,7.598305084745762
1044,Observer,XONE,86,7.7,2018,7.598305084745762
1045,DiRT 4,XONE,86,6.7,2018,7.598305084745762
1046,Guilty Gear Xrd: Rev 2,PS4,86,7.9,2018,7.598305084745762
1047,Forza Motorsport 7,XONE,86,5.9,2018,7.598305084745762
1048,Sonic Mania,Switch,86,8.8,2018,7.598305084745762
1049,Injustice 2,PC,86,7.7,2018,7.598305084745762
1050,Thumper,Switch,85,7.9,2018,7.315625000000002
1051,Metroid: Samus Returns,3DS,85,8.8,2018,7.315625000000002
1052,Dragon Quest VIII: Journey of the Cursed King,3DS,85,8.4,2018,7.315625000000002
1053,Pillars of Eternity: Complete Edition,PS4,85,7.4,2018,7.315625000000002
1054,Paradigm,PC,85,7.6,2018,7.315625000000002
1055,Battlerite,PC,85,7.3,2018,7.315625000000002
1056,Nioh: Bloodshed's End,PS4,85,6.8,2018,7.315625000000002
1057,Assassin's Creed Origins,XONE,85,7.5,2018,7.315625000000002
1058,Final Fantasy IX,PS4,85,8.9,2018,7.315625000000002
1059,The Binding of Isaac: Afterbirth +,Switch,85,8.2,2018,7.315625000000002
1060,Ys VIII: Lacrimosa of DANA,PS4,85,8.3,2018,7.315625000000002
1061,Galactic Civilizations III: Crusade,PC,85,6.7,2018,7.315625000000002
1062,SteamWorld Dig 2,PC,85,8.5,2018,7.315625000000002
1063,Robo Recall,PC,85,7.8,2018,7.315625000000002
1064,Yakuza 0,PS4,85,8.5,2018,7.315625000000002
1065,MLB The Show 17,PS4,85,6.9,2018,7.315625000000002
1066,Destiny 2,PS4,85,4.9,2018,7.315625000000002
1067,Wipeout: Omega Collection,PS4,85,8.1,2018,7.315625000000002
1068,Mutant Mudds Collection,Switch,85,8.4,2018,7.315625000000002
1069,NeuroVoider,Switch,85,8.2,2018,7.315625000000002
1070,Starcraft Remastered,PC,85,7.6,2018,7.315625000000002
1071,NBA 2K18,XONE,85,1.5,2018,7.315625000000002
1072,Shadow Tactics: Blades of the Shogun,PS4,85,8.1,2018,7.315625000000002
1073,Planescape: Torment - Enhanced Edition,PC,85,6.9,2018,7.315625000000002
1074,Pyre,PS4,85,7.9,2018,7.315625000000002
1075,DiRT 4,PS4,85,7.5,2018,7.315625000000002
1076,Mario + Rabbids: Kingdom Battle,Switch,85,8.5,2018,7.315625000000002
1077,Enter The Gungeon,XONE,85,6.4,2018,7.315625000000002
1078,Project CARS 2,XONE,84,5.5,2018,7.432954545454547
1079,Statik,PS4,84,7.8,2018,7.432954545454547
1080,Kingdom Hearts HD I.5 + II.5 Remix,PS4,84,9.0,2018,7.432954545454547
1081,Pokemon Ultra Sun,3DS,84,8.9,2018,7.432954545454547
1082,South Park: The Fractured But Whole,XONE,84,7.9,2018,7.432954545454547
1083,Shovel Knight: Specter of Torment,Switch,84,7.9,2018,7.432954545454547
1084,Rakuen,PC,84,8.2,2018,7.432954545454547
1085,Prey,XONE,84,7.7,2018,7.432954545454547
1086,Rayman Legends: Definitive Edition,Switch,84,8.4,2018,7.432954545454547
1087,F1 2017,XONE,84,7.2,2018,7.432954545454547
1088,The Elder Scrolls V: Skyrim,Switch,84,8.3,2018,7.432954545454547
1089,Gorogoa,PC,84,8.5,2018,7.432954545454547
1090,Battle Chasers: Nightwar,XONE,84,6.4,2018,7.432954545454547
1091,Lovers in a Dangerous Spacetime,Switch,84,8.1,2018,7.432954545454547
1092,Dishonored: Death of the Outsider,XONE,84,6.6,2018,7.432954545454547
1093,Nex Machina: Death Machine,PC,84,6.7,2018,7.432954545454547
1094,Polybius,PS4,84,7.3,2018,7.432954545454547
1095,Uncharted: The Lost Legacy,PS4,84,7.9,2018,7.432954545454547
1096,"Snipperclips Plus: Cut It Out, Together!",Switch,84,8.2,2018,7.432954545454547
1097,Hatsune Miku: Project Diva Future Tone - Colorful Tone,PS4,84,7.7,2018,7.432954545454547
1098,Hatsune Miku: Project Diva Future Tone - Future Sound,PS4,84,7.6,2018,7.432954545454547
1099,Thimbleweed Park,XONE,84,7.3,2018,7.432954545454547
1100,NieR: Automata,PC,84,8.6,2018,7.432954545454547
1101,Pokemon Ultra Moon,3DS,84,8.9,2018,7.432954545454547
1102,Nioh: Complete Edition,PC,84,6.9,2018,7.432954545454547
1103,Thimbleweed Park,PC,84,8.1,2018,7.432954545454547
1104,Assault Android Cactus,XONE,84,5.6,2018,7.432954545454547
1105,Project CARS 2,PC,84,7.1,2018,7.432954545454547
1106,The End Is Nigh,PC,84,7.6,2018,7.432954545454547
1107,FIFA 18,PS4,84,3.4,2018,7.432954545454547
1108,Assassin's Creed Origins,PC,84,6.7,2018,7.432954545454547
1109,World of Goo,Switch,84,7.6,2018,7.432954545454547
1110,Pro Evolution Soccer 2018,PS4,83,7.2,2018,7.137777777777777
1111,Detention,PC,83,7.8,2018,7.137777777777777
1112,Hakuoki: Kyoto Winds,VITA,83,7.5,2018,7.137777777777777
1113,FIFA 18,XONE,83,3.1,2018,7.137777777777777
1114,Guild Wars 2: Path of Fire,PC,83,7.5,2018,7.137777777777777
1115,Sonic Mania,XONE,83,8.2,2018,7.137777777777777
1116,Hellblade: Senua's Sacrifice,PC,83,8.0,2018,7.137777777777777
1117,Bleed 2,PC,83,7.0,2018,7.137777777777777
1118,Puyo Puyo Tetris,PS4,83,7.5,2018,7.137777777777777
1119,Splatoon 2,Switch,83,8.5,2018,7.137777777777777
1120,Destiny 2,PC,83,3.9,2018,7.137777777777777
1121,BYE-BYE BOXBOY!,3DS,83,7.8,2018,7.137777777777777
1122,The Sexy Brutale,PC,83,7.7,2018,7.137777777777777
1123,Danganronpa 1-2 Reload,PS4,83,8.1,2018,7.137777777777777
1124,Xenoblade Chronicles 2,Switch,83,8.7,2018,7.137777777777777
1125,Horizon Zero Dawn: The Frozen Wilds,PS4,83,7.8,2018,7.137777777777777
1126,Detention,PS4,83,7.0,2018,7.137777777777777
1127,SUPERHOT,PS4,83,7.3,2018,7.137777777777777
1128,Path of Exile: The Fall of Oriath,XONE,83,7.5,2018,7.137777777777777
1129,The Legend of Heroes: Trails in the Sky the 3rd,PC,83,7.7,2018,7.137777777777777
1130,Little Nightmares,XONE,83,7.7,2018,7.137777777777777
1131,Gorogoa,Switch,83,7.9,2018,7.137777777777777
1132,Splasher,Switch,83,8.1,2018,7.137777777777777
1133,Steel Division: Normandy 44,PC,83,7.5,2018,7.137777777777777
1134,Resident Evil 7: biohazard,PC,83,7.7,2018,7.137777777777777
1135,Worms W.M.D,Switch,83,8.1,2018,7.137777777777777
1136,SOMA,XONE,82,7.8,2018,7.2023809523809526
1137,Super Hydorah,XONE,82,6.4,2018,7.2023809523809526
1138,Hand of Fate 2,PS4,82,7.9,2018,7.2023809523809526
1139,Dark Souls III: The Ringed City,PC,82,8.2,2018,7.2023809523809526
1140,Pinball FX3,Switch,82,7.6,2018,7.2023809523809526
1141,The Sexy Brutale,XONE,82,7.1,2018,7.2023809523809526
1142,L.A. Noire: The VR Case Files,PC,82,6.6,2018,7.2023809523809526
1143,Project CARS 2,PS4,82,6.1,2018,7.2023809523809526
1144,Football Manager 2018,PC,82,5.8,2018,7.2023809523809526
1145,Madden NFL 18,PS4,82,3.6,2018,7.2023809523809526
1146,RiME,XONE,82,7.2,2018,7.2023809523809526
1147,Tekken 7,PC,82,6.7,2018,7.2023809523809526
1148,Dark Souls III: The Ringed City,PS4,82,8.1,2018,7.2023809523809526
1149,Stellaris: Utopia,PC,82,7.8,2018,7.2023809523809526
1150,Hand of Fate 2,XONE,82,8.0,2018,7.2023809523809526
1151,Pyre,PC,82,7.8,2018,7.2023809523809526
1152,The Evil Within 2,XONE,82,9.1,2018,7.2023809523809526
1153,Slime-san,Switch,82,8.4,2018,7.2023809523809526
1154,Super Hydorah,PC,82,7.2023809523809526,2018,7.2023809523809526
1155,Dishonored: Death of the Outsider,PS4,82,7.0,2018,7.2023809523809526
1156,Pro Evolution Soccer 2018,XONE,82,6.3,2018,7.2023809523809526
1157,Forza Motorsport 7,PC,82,4.3,2018,7.2023809523809526
1158,Thimbleweed Park,Switch,82,8.4,2018,7.2023809523809526
1159,Prey,PC,82,8.1,2018,7.2023809523809526
1160,Shantae: Half-Genie Hero,Switch,82,7.6,2018,7.2023809523809526
1161,Tekken 7,PS4,82,6.8,2018,7.2023809523809526
