,name,platform,metascore,userscore,year,mean_userscore
1572,Dream Daddy: A Dad Dating Simulator,PC,72,7.5,2018,6.603076923076924
1573,Batman: The Telltale Series,Switch,72,7.0,2018,6.603076923076924
1574,ECHO,"2017)
                                                            ",72,6.5,2018,6.603076923076924
1575,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PS4,72,5.9,2018,6.603076923076924
1576,Semispheres,PS4,72,6.603076923076924,2018,6.603076923076924
1577,The Count Lucanor,Switch,72,7.2,2018,6.603076923076924
1578,Disc Jam,PS4,72,6.4,2018,6.603076923076924
1579,Megaton Rainfall,PS4,72,6.6,2018,6.603076923076924
1580,Serial Cleaner,PS4,72,7.1,2018,6.603076923076924
1581,Narcosis,PC,72,7.2,2018,6.603076923076924
1582,Star Ocean 4: The Last Hope - 4K & Full HD Remaster,PS4,72,7.1,2018,6.603076923076924
1583,Ghost Blade HD,XONE,72,6.4,2018,6.603076923076924
1584,The Mage's Tale,PC,72,7.5,2018,6.603076923076924
1585,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PC,72,7.0,2018,6.603076923076924
1586,Just Dance 2017,Switch,72,5.2,2018,6.603076923076924
1587,imprint-X,PC,72,6.603076923076924,2018,6.603076923076924
1588,Kingdoms and Castles,PC,72,7.5,2018,6.603076923076924
1589,Shadow Warrior 2,PS4,72,7.1,2018,6.603076923076924
1590,Marvel vs. Capcom: Infinite,PS4,72,4.6,2018,6.603076923076924
1591,Dead Rising 4: Frank's Big Package,PS4,72,5.5,2018,6.603076923076924
1592,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,PC,72,5.8,2018,6.603076923076924
1593,Kitty Powers' Matchmaker,PS4,72,6.3,2018,6.603076923076924
1594,Dimension Drive,Switch,72,7.4,2018,6.603076923076924
1595,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,3DS,72,6.7,2018,6.603076923076924
1596,Albion Online,PC,72,4.5,2018,6.603076923076924
1597,Just Dance 2018,Switch,71,5.7,2018,6.645112781954886
1598,Senran Kagura: Estival Versus,PC,71,7.1,2018,6.645112781954886
1599,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,XONE,71,1.7,2018,6.645112781954886
1600,Conarium,PC,71,6.8,2018,6.645112781954886
1601,Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,PC,71,7.1,2018,6.645112781954886
1602,Mega Man Legacy Collection 2,PS4,71,7.2,2018,6.645112781954886
1603,Titan Quest: Ragnarok,PC,71,6.6,2018,6.645112781954886
1604,Loot Rascals,PS4,71,5.4,2018,6.645112781954886
1605,Arktika.1,PC,71,8.3,2018,6.645112781954886
1606,Alwa's Awakening,PC,71,6.7,2018,6.645112781954886
1607,Aces of the Luftwaffe: Squadron,Switch,71,7.0,2018,6.645112781954886
1608,DOOM VFR,PS4,71,6.8,2018,6.645112781954886
1609,Blackwood Crossing,PS4,71,6.6,2018,6.645112781954886
1610,Kona,PS4,71,7.1,2018,6.645112781954886
1611,LEGO Worlds,PC,71,6.4,2018,6.645112781954886
1612,Earth Atlantis,Switch,71,7.1,2018,6.645112781954886
1613,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PC,71,6.0,2018,6.645112781954886
1614,This Is the Police,XONE,71,6.645112781954886,2018,6.645112781954886
1615,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PC,71,6.3,2018,6.645112781954886
1616,Unbox: Newbie's Adventure,XONE,71,6.645112781954886,2018,6.645112781954886
1617,Snake Pass,PC,71,7.6,2018,6.645112781954886
1618,Never Stop Sneakin',Switch,71,6.8,2018,6.645112781954886
1619,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,PC,71,3.1,2018,6.645112781954886
1620,Farpoint,PS4,71,8.1,2018,6.645112781954886
1621,Romancing SaGa 2,PS4,71,6.0,2018,6.645112781954886
1622,Resident Evil 7: biohazard - Not a Hero,PS4,71,7.4,2018,6.645112781954886
1623,The Sexy Brutale,Switch,71,4.9,2018,6.645112781954886
1624,Batman: The Enemy Within - Episode 2: The Pact,PC,71,7.5,2018,6.645112781954886
1625,Aporia: Beyond The Valley,PC,71,6.9,2018,6.645112781954886
1626,OVIVO,PC,71,7.1,2018,6.645112781954886
1627,Little Inferno,Switch,71,7.0,2018,6.645112781954886
1628,A Normal Lost Phone,PC,71,7.1,2018,6.645112781954886
1629,Get Even,PS4,71,7.6,2018,6.645112781954886
1630,Batman: The Enemy Within - Episode 3: The Fractured Mask,PC,71,7.4,2018,6.645112781954886
1631,Tokyo 42,XONE,71,4.3,2018,6.645112781954886
1632,Cyberdimension Neptunia: 4 Goddesses Online,PS4,71,7.0,2018,6.645112781954886
1633,Portal Knights,PS4,71,6.5,2018,6.645112781954886
1634,Loot Rascals,PC,71,7.0,2018,6.645112781954886
1635,Lichtspeer: Double Speer Edition,Switch,71,7.4,2018,6.645112781954886
1636,Conga Master Party!,Switch,71,6.4,2018,6.645112781954886
1637,Pinstripe,PC,71,7.7,2018,6.645112781954886
1638,Sublevel Zero Redux,PS4,71,6.645112781954886,2018,6.645112781954886
1639,8-Bit Adventure Anthology: Volume One,PS4,71,6.645112781954886,2018,6.645112781954886
1640,Ruiner,PS4,71,7.6,2018,6.645112781954886
1641,AER: Memories of Old,XONE,71,6.9,2018,6.645112781954886
1642,Drifting Lands,PC,71,6.645112781954886,2018,6.645112781954886
1643,Psychonauts in The Rhombus of Ruin,PS4,71,6.8,2018,6.645112781954886
1644,Mass Effect: Andromeda,PS4,71,4.9,2018,6.645112781954886
1645,Pro Cycling Manager 2017,PC,71,6.4,2018,6.645112781954886
1646,Fearful Symmetry & The Cursed Prince,XONE,71,6.645112781954886,2018,6.645112781954886
1647,Beat Cop,PC,71,7.4,2018,6.645112781954886
1648,Summon Night 6: Lost Borders,PS4,71,6.9,2018,6.645112781954886
1649,Knowledge is Power,PS4,71,7.2,2018,6.645112781954886
1650,Robonauts,Switch,71,6.8,2018,6.645112781954886
1651,Songbringer,PS4,71,7.0,2018,6.645112781954886
1652,BUTCHER,PS4,71,7.2,2018,6.645112781954886
1653,BUTCHER,Switch,70,7.4,2018,6.621276595744683
1654,Batman: The Enemy Within - Episode 1: The Enigma,PS4,70,5.6,2018,6.621276595744683
1655,ARK: Survival Evolved,PC,70,5.3,2018,6.621276595744683
1656,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,XONE,70,3.8,2018,6.621276595744683
1657,ACA NeoGeo: Shock Troopers,Switch,70,6.8,2018,6.621276595744683
1658,Sundered,PS4,70,6.8,2018,6.621276595744683
1659,Resident Evil: Revelations,PS4,70,7.7,2018,6.621276595744683
1660,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,PS4,70,7.0,2018,6.621276595744683
1661,Time Recoil,Switch,70,6.621276595744683,2018,6.621276595744683
1662,Senran Kagura: Peach Beach Splash,PS4,70,7.1,2018,6.621276595744683
1663,Tokyo 42,PC,70,7.0,2018,6.621276595744683
1664,Demon's Crystals,XONE,70,6.621276595744683,2018,6.621276595744683
1665,Yonder: The Cloud Catcher Chronicles,PC,70,6.8,2018,6.621276595744683
1666,Batman: The Enemy Within - Episode 3: The Fractured Mask,PS4,70,5.8,2018,6.621276595744683
1667,WRC 7,XONE,70,7.9,2018,6.621276595744683
1668,Immortal Redneck,PC,70,7.3,2018,6.621276595744683
1669,Blackwood Crossing,PC,70,7.0,2018,6.621276595744683
1670,The Assembly,XONE,70,6.621276595744683,2018,6.621276595744683
1671,Halo Wars 2,PC,70,5.7,2018,6.621276595744683
1672,Steep: Road to the Olympics,PS4,70,6.6,2018,6.621276595744683
1673,Tom Clancy's Ghost Recon: Wildlands,PS4,70,6.2,2018,6.621276595744683
1674,Voodoo Vince Remastered,XONE,70,5.9,2018,6.621276595744683
1675,Road Redemption,PC,70,6.9,2018,6.621276595744683
1676,WRC 7,PS4,70,7.2,2018,6.621276595744683
1677,Sine Mora EX,Switch,70,7.5,2018,6.621276595744683
1678,Warriors All-Stars,PS4,70,6.4,2018,6.621276595744683
1679,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,PC,70,5.4,2018,6.621276595744683
1680,Dynasty Warriors: Godseekers,PS4,70,6.3,2018,6.621276595744683
1681,AER: Memories of Old,PS4,70,6.5,2018,6.621276595744683
1682,Romancing SaGa 2,Switch,70,7.4,2018,6.621276595744683
1683,Sudden Strike 4,PC,70,7.4,2018,6.621276595744683
1684,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,PS4,70,4.2,2018,6.621276595744683
1685,Tricky Towers,XONE,70,6.621276595744683,2018,6.621276595744683
1686,Pix the Cat,XONE,70,6.621276595744683,2018,6.621276595744683
1687,Touhou Genso Wanderer,PS4,70,6.7,2018,6.621276595744683
1688,Tokyo Dark,PC,70,6.2,2018,6.621276595744683
1689,That's You!,PS4,70,7.2,2018,6.621276595744683
1690,Planetbase,XONE,70,6.621276595744683,2018,6.621276595744683
1691,Mr. Shifty,PC,70,6.5,2018,6.621276595744683
1692,The Fidelio Incident,PC,69,6.3,2018,6.589795918367345
1693,Archangel,PS4,69,6.9,2018,6.589795918367345
1694,Korix,PS4,69,7.0,2018,6.589795918367345
1695,Absolver,PS4,69,5.5,2018,6.589795918367345
1696,Ride 2,PS4,69,6.0,2018,6.589795918367345
1697,"Warhammer 40,000: Sanctus Reach",PC,69,7.4,2018,6.589795918367345
1698,Tom Clancy's Ghost Recon: Wildlands,PC,69,6.2,2018,6.589795918367345
1699,The Sun and Moon,XONE,69,6.589795918367345,2018,6.589795918367345
1700,The Golf Club 2,XONE,69,5.7,2018,6.589795918367345
1701,AER: Memories of Old,PC,69,6.5,2018,6.589795918367345
1702,DOOM VFR,PC,69,5.5,2018,6.589795918367345
1703,DESYNC,PC,69,7.5,2018,6.589795918367345
1704,Fate/Extella: The Umbral Star,Switch,69,7.0,2018,6.589795918367345
1705,Uno,Switch,69,6.6,2018,6.589795918367345
1706,De Mambo,Switch,69,6.7,2018,6.589795918367345
1707,The Signal From Tolva,PC,69,6.5,2018,6.589795918367345
1708,Knack 2,PS4,69,7.7,2018,6.589795918367345
1709,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PS4,69,4.7,2018,6.589795918367345
1710,Gang Beasts,PS4,69,6.6,2018,6.589795918367345
1711,Kirby's Blowout Blast,3DS,69,7.1,2018,6.589795918367345
1712,Fire Emblem Warriors,3DS,69,8.1,2018,6.589795918367345
1713,Hey! Pikmin,3DS,69,6.6,2018,6.589795918367345
1714,.hack//G.U. Last Recode,PC,69,7.5,2018,6.589795918367345
1715,LEGO Worlds,XONE,69,6.4,2018,6.589795918367345
1716,Shift Happens,XONE,69,6.589795918367345,2018,6.589795918367345
1717,Snake Pass,PS4,69,6.6,2018,6.589795918367345
1718,ARK: Survival Evolved,PS4,69,4.3,2018,6.589795918367345
1719,It's Quiz Time,PS4,69,6.5,2018,6.589795918367345
1720,Marvel vs. Capcom: Infinite,PC,69,5.4,2018,6.589795918367345
1721,Tiny Metal,PC,68,4.3,2018,6.371134020618559
1722,Agents of Mayhem,PC,68,5.4,2018,6.371134020618559
1723,Starblood Arena,PS4,68,7.1,2018,6.371134020618559
1724,Rush: A Disney / Pixar Adventure,XONE,68,5.5,2018,6.371134020618559
1725,Dark Arcana: The Carnival,XONE,68,6.371134020618559,2018,6.371134020618559
1726,One Piece: Unlimited World Red - Deluxe Edition,PS4,68,5.3,2018,6.371134020618559
1727,Black The Fall,XONE,68,6.6,2018,6.371134020618559
1728,Utawarerumono: Mask of Deception,PS4,68,7.2,2018,6.371134020618559
1729,Gundam Versus,PS4,68,6.5,2018,6.371134020618559
1730,Seven: The Days Long Gone,PC,68,7.3,2018,6.371134020618559
1731,Shiness: The Lightning Kingdom,PC,68,7.3,2018,6.371134020618559
1732,Star Wars Battlefront II,PS4,68,1.2,2018,6.371134020618559
1733,MotoGP 17,PS4,68,4.1,2018,6.371134020618559
1734,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PC,68,7.3,2018,6.371134020618559
1735,Outcast: Second Contact,PC,68,7.1,2018,6.371134020618559
1736,Skylar & Plux: Adventure on Clover Island,PC,68,6.7,2018,6.371134020618559
1737,Yooka-Laylee,PS4,68,6.2,2018,6.371134020618559
1738,NBA Playgrounds,PS4,68,6.3,2018,6.371134020618559
1739,FIFA 18,Switch,68,6.0,2018,6.371134020618559
1740,One Piece: Unlimited World Red - Deluxe Edition,Switch,68,7.2,2018,6.371134020618559
1741,Blitzkrieg 3,PC,68,2.6,2018,6.371134020618559
1742,Light Tracer,PS4,68,6.3,2018,6.371134020618559
1743,911 Operator,PC,68,7.4,2018,6.371134020618559
1744,iO,PS4,68,6.371134020618559,2018,6.371134020618559
1745,The Long Journey Home,PC,68,7.3,2018,6.371134020618559
1746,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PS4,68,6.4,2018,6.371134020618559
1747,iO,XONE,68,6.371134020618559,2018,6.371134020618559
1748,Super Beat Sports,Switch,68,7.1,2018,6.371134020618559
1749,Marvel Heroes Omega,XONE,68,7.8,2018,6.371134020618559
1750,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,PS4,68,3.9,2018,6.371134020618559
1751,Outlast 2,PS4,68,7.0,2018,6.371134020618559
1752,Solstice Chronicles: MIA,PC,68,6.8,2018,6.371134020618559
1753,Songbringer,PC,68,6.371134020618559,2018,6.371134020618559
1754,2Dark,PC,68,5.5,2018,6.371134020618559
1755,Digimon World: Next Order,PS4,68,6.5,2018,6.371134020618559
1756,Sparkle Unleashed,Switch,68,5.8,2018,6.371134020618559
1757,Raiders of the Broken Planet,XONE,67,5.8,2018,6.333653846153845
1758,Human: Fall Flat,PS4,67,6.7,2018,6.333653846153845
1759,JYDGE,Switch,67,6.9,2018,6.333653846153845
1760,Danganronpa Another Episode: Ultra Despair Girls,PS4,67,6.9,2018,6.333653846153845
1761,Vikings: Wolves of Midgard,PS4,67,6.7,2018,6.333653846153845
1762,How to Survive 2,PS4,67,6.4,2018,6.333653846153845
1763,WWE 2K18,XONE,67,4.4,2018,6.333653846153845
1764,Nine Parchments,PS4,67,6.3,2018,6.333653846153845
1765,Batman: The Enemy Within - Episode 2: The Pact,PS4,67,5.0,2018,6.333653846153845
1766,DreamWorks Voltron VR Chronicles,PS4,67,4.6,2018,6.333653846153845
1767,The Town of Light,PS4,67,6.2,2018,6.333653846153845
1768,White Day: A Labyrinth Named School,PS4,67,6.9,2018,6.333653846153845
1769,The LEGO NINJAGO Movie Video Game,PS4,67,6.5,2018,6.333653846153845
1770,Neon Chrome,Switch,67,6.8,2018,6.333653846153845
1771,Max: The Curse of Brotherhood,PS4,67,4.4,2018,6.333653846153845
1772,Shiness: The Lightning Kingdom,PS4,67,6.8,2018,6.333653846153845
1773,Resident Evil 7: biohazard - Banned Footage Vol. 2,PS4,67,6.4,2018,6.333653846153845
1774,Elex,PC,67,6.9,2018,6.333653846153845
1775,Fate/Extella: The Umbral Star,PS4,67,7.1,2018,6.333653846153845
1776,Disneyland Adventures,XONE,67,6.2,2018,6.333653846153845
1777,Dreamfall Chapters,PS4,67,6.6,2018,6.333653846153845
1778,Shiness: The Lightning Kingdom,XONE,67,7.3,2018,6.333653846153845
1779,MXGP3: The Official Motocross Videogame,PS4,67,6.333653846153845,2018,6.333653846153845
1780,Urban Trial Freestyle 2,3DS,67,6.3,2018,6.333653846153845
1781,Miitopia,3DS,67,7.8,2018,6.333653846153845
1782,Outcast: Second Contact,XONE,67,7.4,2018,6.333653846153845
1783,Picross S,Switch,67,7.1,2018,6.333653846153845
1784,Spintires: Mudrunner,PS4,67,7.5,2018,6.333653846153845
1785,Scanner Sombre,PC,67,6.0,2018,6.333653846153845
1786,Tyranny: Bastard's Wound,PC,67,6.8,2018,6.333653846153845
1787,NBA Playgrounds,PC,67,7.2,2018,6.333653846153845
1788,Star Wars Battlefront II,XONE,66,1.1,2018,6.351948051948051
1789,WWE 2K18,PS4,66,5.5,2018,6.351948051948051
1790,The Sims 4,XONE,66,3.0,2018,6.351948051948051
1791,Nights of Azure 2: Bride of the New Moon,PS4,66,7.0,2018,6.351948051948051
1792,Nine Parchments,Switch,66,7.0,2018,6.351948051948051
1793,LEGO Worlds,PS4,66,6.6,2018,6.351948051948051
1794,Black The Fall,PS4,66,6.8,2018,6.351948051948051
1795,Oceanhorn: Monster of Uncharted Seas,Switch,66,7.2,2018,6.351948051948051
1796,NASCAR Heat 2,PS4,66,5.5,2018,6.351948051948051
1797,The Incredible Adventures of Van Helsing: Extended Edition,PS4,66,6.7,2018,6.351948051948051
1798,Blue Reflection,PS4,66,7.1,2018,6.351948051948051
1799,Knee Deep,XONE,66,6.351948051948051,2018,6.351948051948051
1800,Ultra Street Fighter II: The Final Challengers,Switch,66,6.6,2018,6.351948051948051
1801,Hidden Agenda,PS4,66,6.6,2018,6.351948051948051
1802,Infinite Minigolf,Switch,66,5.9,2018,6.351948051948051
1803,Berserk and the Band of the Hawk,PS4,66,6.4,2018,6.351948051948051
1804,FlatOut 4: Total Insanity,XONE,66,5.9,2018,6.351948051948051
1805,Chaos Code: New Sign of Catastrophe,PS4,66,6.351948051948051,2018,6.351948051948051
1806,Diluvion,PC,66,6.3,2018,6.351948051948051
1807,Rain World,PC,66,8.1,2018,6.351948051948051
1808,Rise & Shine,XONE,66,6.2,2018,6.351948051948051
1809,The Sims 4,PS4,66,3.8,2018,6.351948051948051
1810,NBA Playgrounds,XONE,66,5.9,2018,6.351948051948051
1811,Vikings: Wolves of Midgard,PC,66,7.1,2018,6.351948051948051
1812,Tiny Metal,Switch,66,6.1,2018,6.351948051948051
1813,Mr. Shifty,Switch,66,7.0,2018,6.351948051948051
1814,This is the Police,Switch,66,7.2,2018,6.351948051948051
1815,Ride 2,XONE,66,7.4,2018,6.351948051948051
1816,Nights of Azure 2: Bride of the New Moon,Switch,66,6.4,2018,6.351948051948051
1817,Bounty Train,PC,66,6.351948051948051,2018,6.351948051948051
1818,Hyakki Castle,PC,65,6.57674418604651,2018,6.57674418604651
1819,DEXED,PS4,65,6.57674418604651,2018,6.57674418604651
1820,Final Fantasy XV: Episode Prompto,PS4,65,8.8,2018,6.57674418604651
1821,88 Heroes: 98 Heroes Edition,Switch,65,6.4,2018,6.57674418604651
1822,Immortal Planet,PC,65,8.0,2018,6.57674418604651
1823,Vostok Inc.,Switch,65,6.5,2018,6.57674418604651
1824,Surf World Series,PS4,65,6.57674418604651,2018,6.57674418604651
1825,Dino Frontier,PS4,65,6.6,2018,6.57674418604651
1826,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PS4,65,6.2,2018,6.57674418604651
1827,2Dark,XONE,65,7.8,2018,6.57674418604651
1828,Spelunker Party!,Switch,65,6.6,2018,6.57674418604651
1829,Atomega,PC,65,6.57674418604651,2018,6.57674418604651
1830,Baja: Edge of Control HD,PS4,65,5.9,2018,6.57674418604651
1831,Nevermind,XONE,65,6.5,2018,6.57674418604651
1832,The Crow's Eye,PC,65,7.0,2018,6.57674418604651
1833,The Solus Project,PS4,65,6.9,2018,6.57674418604651
1834,SingStar Celebration,PS4,65,5.7,2018,6.57674418604651
1835,Fragments of Him,PS4,65,6.57674418604651,2018,6.57674418604651
1836,Aven Colony,PC,65,7.7,2018,6.57674418604651
1837,Poi: Explorer Edition,Switch,65,6.1,2018,6.57674418604651
1838,Birthdays the Beginning,PS4,65,6.5,2018,6.57674418604651
1839,Morphite,Switch,65,6.5,2018,6.57674418604651
1840,Human: Fall Flat,Switch,65,6.7,2018,6.57674418604651
1841,Star Wars Battlefront II,PC,65,1.2,2018,6.57674418604651
1842,Danger Zone,PC,64,6.204687500000002,2018,6.204687500000002
1843,Gear.Club Unlimited,Switch,64,6.5,2018,6.204687500000002
1844,theHunter: Call of the Wild,PC,64,7.5,2018,6.204687500000002
1845,The Silver Case,PS4,64,6.7,2018,6.204687500000002
1846,League of Evil,Switch,64,6.1,2018,6.204687500000002
1847,The Franz Kafka Videogame,PC,64,7.0,2018,6.204687500000002
1848,Symphony of the Machine,PS4,64,4.8,2018,6.204687500000002
1849,FATED: The Silent Oath,PS4,64,5.3,2018,6.204687500000002
1850,Spheroids,XONE,64,6.204687500000002,2018,6.204687500000002
1851,Yonder: The Cloud Catcher Chronicles,PS4,64,7.8,2018,6.204687500000002
1852,Rise & Shine,PC,64,6.1,2018,6.204687500000002
1853,Fallen Legion: Sins of an Empire,PS4,64,8.2,2018,6.204687500000002
1854,Serial Cleaner,PC,64,7.4,2018,6.204687500000002
1855,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,XONE,64,6.1,2018,6.204687500000002
1856,Tank Troopers,3DS,64,5.8,2018,6.204687500000002
1857,Dead by Daylight,PS4,64,6.3,2018,6.204687500000002
1858,Danger Zone,XONE,64,6.0,2018,6.204687500000002
1859,Deadcore,PS4,64,6.204687500000002,2018,6.204687500000002
1860,Planet of the Eyes,XONE,64,6.204687500000002,2018,6.204687500000002
1861,Accel World vs. Sword Art Online: Millennium Twilight,PS4,64,5.9,2018,6.204687500000002
1862,Danger Zone,PS4,64,6.5,2018,6.204687500000002
1863,Redeemer,PC,64,7.3,2018,6.204687500000002
1864,STRAFE,PC,64,5.4,2018,6.204687500000002
1865,RiME,Switch,64,5.8,2018,6.204687500000002
1866,Seasons After Fall,PS4,64,6.1,2018,6.204687500000002
1867,Vikings: Wolves of Midgard,XONE,64,7.3,2018,6.204687500000002
1868,Super Lucky's Tale,XONE,64,6.8,2018,6.204687500000002
1869,RPG Maker Fes,3DS,64,5.6,2018,6.204687500000002
1870,This Is the Police,PS4,63,6.3,2018,6.115999999999998
1871,Lost Grimoires: Stolen Kingdom,XONE,63,6.115999999999998,2018,6.115999999999998
1872,NBA Playgrounds,Switch,63,6.6,2018,6.115999999999998
1873,Serial Cleaner,XONE,63,8.2,2018,6.115999999999998
1874,Unbox: Newbie's Adventure,PS4,63,6.115999999999998,2018,6.115999999999998
1875,Stifled,PS4,63,6.2,2018,6.115999999999998
1876,Arizona Sunshine,PS4,63,6.6,2018,6.115999999999998
1877,Operation Babel: New Tokyo Legacy,VITA,63,3.2,2018,6.115999999999998
1878,Impact Winter,PC,63,5.2,2018,6.115999999999998
1879,Sudden Strike 4,PS4,63,7.3,2018,6.115999999999998
1880,River City: Knights of Justice,3DS,62,7.6,2018,6.035555555555553
1881,Ghost Blade HD,PS4,62,6.4,2018,6.035555555555553
1882,Need for Speed Payback,PC,62,3.4,2018,6.035555555555553
1883,Agents of Mayhem,PS4,62,6.6,2018,6.035555555555553
1884,Super Bomberman R,Switch,62,6.8,2018,6.035555555555553
1885,Total War: Rome II - Empire Divided,PC,62,5.1,2018,6.035555555555553
1886,The Coma: Recut,Switch,62,6.2,2018,6.035555555555553
1887,Romancing SaGa 2,XONE,62,6.035555555555553,2018,6.035555555555553
1888,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PS4,62,4.8,2018,6.035555555555553
1889,Mario Sports Superstars,3DS,62,7.4,2018,6.035555555555553
1890,Monster of the Deep: Final Fantasy XV,PS4,62,8.7,2018,6.035555555555553
1891,Sonic Forces,XONE,62,7.1,2018,6.035555555555553
1892,Spellspire,PS4,62,6.035555555555553,2018,6.035555555555553
1893,Toby: The Secret Mine,XONE,62,5.1,2018,6.035555555555553
1894,Oh My Godheads,XONE,62,6.035555555555553,2018,6.035555555555553
1895,Minecraft: New Nintendo 3DS Edition,3DS,62,6.5,2018,6.035555555555553
1896,FlatOut 4: Total Insanity,PS4,62,6.4,2018,6.035555555555553
1897,Urban Empire,PC,62,5.2,2018,6.035555555555553
1898,Elex,XONE,62,6.4,2018,6.035555555555553
1899,Little Nightmares: The Depths,PS4,62,5.9,2018,6.035555555555553
1900,Malicious Fallen,PS4,62,6.3,2018,6.035555555555553
1901,99Vidas,PS4,61,6.7,2018,5.583333333333332
1902,Friday the 13th: The Game,PS4,61,6.2,2018,5.583333333333332
1903,Friday the 13th: The Game,PC,61,5.8,2018,5.583333333333332
1904,Hunter's Legacy,XONE,61,5.583333333333332,2018,5.583333333333332
1905,Deadbeat Heroes,XONE,61,5.583333333333332,2018,5.583333333333332
1906,PaRappa the Rapper Remastered,PS4,61,5.3,2018,5.583333333333332
1907,Destiny 2: Curse of Osiris,PC,61,1.5,2018,5.583333333333332
1908,Ninja Shodown,Switch,61,5.583333333333332,2018,5.583333333333332
1909,Has-Been Heroes,PS4,61,6.5,2018,5.583333333333332
1910,Perception,XONE,61,6.4,2018,5.583333333333332
1911,Rogue Trooper Redux,XONE,61,6.6,2018,5.583333333333332
1912,Crimsonland,Switch,61,6.2,2018,5.583333333333332
1913,Need for Speed Payback,XONE,61,3.8,2018,5.583333333333332
1914,Outcast: Second Contact,PS4,61,7.2,2018,5.583333333333332
1915,Need for Speed Payback,PS4,61,4.2,2018,5.583333333333332
1916,Siegecraft Commander,XONE,61,5.583333333333332,2018,5.583333333333332
1917,Phoning Home,PC,61,7.1,2018,5.583333333333332
1918,Rogue Trooper Redux,PC,60,5.9,2018,5.858064516129032
1919,Oh...Sir! The Insult Simulator,PS4,60,5.858064516129032,2018,5.858064516129032
1920,The Town of Light,XONE,60,6.8,2018,5.858064516129032
1921,Black Mirror,PC,60,5.1,2018,5.858064516129032
1922,Rogue Trooper Redux,Switch,60,6.4,2018,5.858064516129032
1923,Skylar & Plux: Adventure on Clover Island,XONE,60,6.0,2018,5.858064516129032
1924,I and Me,Switch,60,6.7,2018,5.858064516129032
1925,Ancient Amuletor,PS4,60,6.6,2018,5.858064516129032
1926,Brawlout,Switch,60,5.7,2018,5.858064516129032
1927,De-formers,PS4,60,4.2,2018,5.858064516129032
1928,Auto Age: Standoff,PC,59,6.164864864864866,2018,6.164864864864866
1929,Planet of the Apes: Last Frontier,PS4,59,5.2,2018,6.164864864864866
1930,Sniper: Ghost Warrior 3,PC,59,6.2,2018,6.164864864864866
1931,Mario Party: The Top 100,3DS,59,6.7,2018,6.164864864864866
1932,Late Shift,PS4,59,6.6,2018,6.164864864864866
1933,Micro Machines World Series,PS4,59,3.7,2018,6.164864864864866
1934,Cars 3: Driven to Win,XONE,59,7.0,2018,6.164864864864866
1935,Rogue Trooper Redux,PS4,59,6.7,2018,6.164864864864866
1936,TARTARUS,PC,59,6.6,2018,6.164864864864866
1937,Rain World,PS4,59,6.8,2018,6.164864864864866
1938,LEGO Worlds,Switch,59,7.0,2018,6.164864864864866
1939,Astro Duel Deluxe,Switch,59,6.5,2018,6.164864864864866
1940,Skylar & Plux: Adventure on Clover Island,PS4,59,6.5,2018,6.164864864864866
1941,SG/ZH: School Girl Zombie Hunter,PS4,59,6.4,2018,6.164864864864866
1942,I Am Bread,XONE,59,4.0,2018,6.164864864864866
1943,Final Fantasy XV: Episode Gladiolus,PS4,59,8.7,2018,6.164864864864866
1944,Empathy,PC,59,6.0,2018,6.164864864864866
1945,Cars 3: Driven to Win,Switch,59,5.1,2018,6.164864864864866
1946,Micro Machines World Series,PC,58,3.4,2018,5.9370370370370384
1947,Memoranda,PC,58,6.3,2018,5.9370370370370384
1948,Dead by Daylight,XONE,58,6.1,2018,5.9370370370370384
1949,Dark Rose Valkyrie,PS4,58,6.0,2018,5.9370370370370384
1950,1-2-Switch,Switch,58,4.8,2018,5.9370370370370384
1951,The Caligula Effect,VITA,58,6.9,2018,5.9370370370370384
1952,Pacer,PC,58,7.5,2018,5.9370370370370384
1953,Elex,PS4,58,6.4,2018,5.9370370370370384
1954,Pixel Heroes: Byte & Magic,XONE,58,5.9370370370370384,2018,5.9370370370370384
1955,Sonic Forces,PS4,57,6.9,2018,5.253571428571429
1956,Micro Machines World Series,XONE,57,5.0,2018,5.253571428571429
1957,Sonic Forces,Switch,57,7.0,2018,5.253571428571429
