,name,platform,metascore,userscore,year,mean_userscore
69,Total War: Three Kingdoms,PC,85,7.9,2019,7.591304347826087
70,The Walking Dead: The Telltale Definitive Series,XONE,85,6.8,2019,7.591304347826087
71,Outer Wilds,PC,85,7.2,2019,7.591304347826087
72,Trials Rising,XONE,85,5.2,2019,7.591304347826087
73,Outer Wilds,XONE,85,7.6,2019,7.591304347826087
74,Final Fantasy X / X-2 HD Remaster,Switch,85,8.6,2019,7.591304347826087
75,DiRT Rally 2.0,PC,84,4.7,2019,6.758823529411764
76,Crash Team Racing: Nitro-Fueled,XONE,84,5.3,2019,6.758823529411764
77,Gears 5,XONE,84,8.5,2019,6.758823529411764
78,VA-11 Hall-A: Cyberpunk Bartender Action,Switch,84,8.0,2019,6.758823529411764
79,DiRT Rally 2.0,PS4,84,5.6,2019,6.758823529411764
80,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,84,7.6,2019,6.758823529411764
81,Wargroove,Switch,84,7.4,2019,6.758823529411764
82,Wargroove,PS4,84,5.6,2019,6.758823529411764
83,Bloodstained: Ritual of the Night,XONE,84,7.8,2019,6.758823529411764
84,WHAT THE GOLF?,PC,84,6.758823529411764,2019,6.758823529411764
85,Tom Clancy's The Division 2,PC,84,6.2,2019,6.758823529411764
86,F1 2019,PS4,84,7.6,2019,6.758823529411764
87,Baba Is You,Switch,84,8.2,2019,6.758823529411764
88,Telling Lies,PC,84,6.6,2019,6.758823529411764
89,Ape Out,Switch,84,6.1,2019,6.758823529411764
90,Sega Ages: OutRun,Switch,84,7.4,2019,6.758823529411764
91,Control,XONE,84,7.1,2019,6.758823529411764
92,Sayonara Wild Hearts,PS4,84,5.2,2019,6.758823529411764
93,Tetris 99,Switch,83,8.3,2019,7.612
94,Tales of Vesperia: Definitive Edition,Switch,83,7.7,2019,7.612
95,Bloodstained: Ritual of the Night,PC,83,8.5,2019,7.612
96,FAR: Lone Sails,PS4,83,5.2,2019,7.612
97,Bloodstained: Ritual of the Night,PS4,83,8.6,2019,7.612
98,Kingdom Hearts III,PS4,83,8.1,2019,7.612
99,Crash Team Racing: Nitro-Fueled,PS4,83,6.5,2019,7.612
100,Wreckfest,XONE,83,6.1,2019,7.612
101,Duck Game,Switch,83,7.8,2019,7.612
102,Ni no Kuni: Wrath of the White Witch,Switch,83,8.3,2019,7.612
103,Killer Queen Black,Switch,83,8.5,2019,7.612
104,Timespinner,Switch,83,7.4,2019,7.612
105,Remnant: From the Ashes,XONE,83,7.5,2019,7.612
106,The Legend of Heroes: Trails of Cold Steel III,PS4,83,8.7,2019,7.612
107,OlliOlli: Switch Stance,Switch,83,8.2,2019,7.612
108,Death Stranding,PS4,83,7.0,2019,7.612
109,Trials Rising,PC,83,4.7,2019,7.612
110,No Man's Sky Beyond,PS4,83,7.9,2019,7.612
111,Yooka-Laylee and the Impossible Lair,XONE,83,6.1,2019,7.612
112,Collection of Mana,Switch,83,8.4,2019,7.612
113,Ape Out,PC,83,6.2,2019,7.612
114,Katana ZERO,PC,83,8.9,2019,7.612
115,Sayonara Wild Hearts,Switch,83,8.4,2019,7.612
116,Katana ZERO,Switch,83,8.8,2019,7.612
117,A Plague Tale: Innocence,XONE,83,8.5,2019,7.612
118,80 DAYS,Switch,82,6.953846153846152,2019,6.953846153846152
119,Hypnospace Outlaw,PC,82,6.6,2019,6.953846153846152
120,Tom Clancy's The Division 2,PS4,82,7.0,2019,6.953846153846152
121,Mortal Kombat 11,PC,82,2.6,2019,6.953846153846152
122,Blazing Chrome,XONE,82,8.5,2019,6.953846153846152
123,Operencia: The Stolen Sun,XONE,82,7.2,2019,6.953846153846152
124,Hotline Miami Collection,Switch,82,8.3,2019,6.953846153846152
125,Atelier Ryza: Ever Darkness & the Secret Hideout,Switch,82,8.3,2019,6.953846153846152
126,Yooka-Laylee and the Impossible Lair,PS4,82,7.1,2019,6.953846153846152
127,Tom Clancy's The Division 2,XONE,82,7.1,2019,6.953846153846152
128,Borderlands 3,XONE,82,5.2,2019,6.953846153846152
129,Sega Ages: Virtua Racing,Switch,82,8.6,2019,6.953846153846152
130,Yakuza Kiwami 2,PC,82,8.6,2019,6.953846153846152
131,Blasphemous,XONE,82,8.2,2019,6.953846153846152
132,Ring Fit Adventure,Switch,82,8.7,2019,6.953846153846152
133,Sairento VR,PS4,82,5.5,2019,6.953846153846152
134,eFootball PES 2020,PS4,82,8.5,2019,6.953846153846152
135,Metro Exodus,PC,82,6.8,2019,6.953846153846152
136,Wreckfest,PS4,82,6.7,2019,6.953846153846152
137,Final Fantasy VII,Switch,82,8.3,2019,6.953846153846152
138,eFootball PES 2020,XONE,82,8.2,2019,6.953846153846152
139,Terraria,Switch,82,8.2,2019,6.953846153846152
140,SNK 40th Anniversary Collection,XONE,82,6.953846153846152,2019,6.953846153846152
141,Swords & Soldiers II: Shawarmageddon,Switch,82,8.3,2019,6.953846153846152
142,Vectronom,Switch,82,8.3,2019,6.953846153846152
143,Mortal Kombat 11,PS4,82,3.2,2019,6.953846153846152
144,DiRT Rally 2.0,XONE,82,7.1,2019,6.953846153846152
145,Control,PS4,82,7.2,2019,6.953846153846152
146,Life is Strange 2: Episode 4 - Faith,PC,82,5.3,2019,6.953846153846152
147,Call of Duty: Modern Warfare,XONE,82,3.6,2019,6.953846153846152
148,Indivisible,XONE,82,5.1,2019,6.953846153846152
149,Stygian: Reign of the Old Ones,PC,82,7.9,2019,6.953846153846152
150,Wargroove,PC,82,6.2,2019,6.953846153846152
151,The Walking Dead: The Telltale Definitive Series,PS4,82,5.8,2019,6.953846153846152
152,Children of Morta,PC,82,8.4,2019,6.953846153846152
153,Metro Exodus,XONE,82,6.7,2019,6.953846153846152
154,Pillars of Eternity: Complete Edition,Switch,82,2.7,2019,6.953846153846152
155,The Messenger,PS4,82,7.5,2019,6.953846153846152
156,Unravel Two,Switch,82,8.1,2019,6.953846153846152
157,The Outer Worlds,PC,82,7.7,2019,6.953846153846152
158,One Finger Death Punch 2,PC,82,7.9,2019,6.953846153846152
159,A Plague Tale: Innocence,PS4,81,8.6,2019,7.327500000000001
160,Gears 5,PC,81,6.8,2019,7.327500000000001
161,World of Warcraft Classic,PC,81,6.3,2019,7.327500000000001
162,Yuppie Psycho,PC,81,8.4,2019,7.327500000000001
163,Cytus Alpha,Switch,81,8.3,2019,7.327500000000001
164,Horace,PC,81,8.4,2019,7.327500000000001
165,Irony Curtain: From Matryoshka with Love,PC,81,8.0,2019,7.327500000000001
166,MORDHAU,PC,81,8.2,2019,7.327500000000001
167,Torchlight II,Switch,81,8.4,2019,7.327500000000001
168,Samurai Shodown,PS4,81,8.0,2019,7.327500000000001
169,Persona Q2: New Cinema Labyrinth,3DS,81,8.2,2019,7.327500000000001
170,Indivisible,PC,81,6.5,2019,7.327500000000001
171,Trine 4: The Nightmare Prince,PC,81,8.5,2019,7.327500000000001
172,Stellaris: Console Edition,XONE,81,7.8,2019,7.327500000000001
173,Catherine: Full Body,PS4,81,7.6,2019,7.327500000000001
174,Captain Toad: Treasure Tracker - Special Episode,Switch,81,8.1,2019,7.327500000000001
175,Hunt: Showdown,PC,81,7.5,2019,7.327500000000001
176,Void Bastards,PC,81,7.9,2019,7.327500000000001
