,name,year_x,metascore,userscore,openscore,action,fighting,first-person,flight,party,puzzle,racing,real-time,role-playing,simulation,sports,strategy,third-person,turn-based,wargame,wrestling,goty
0,Super Mario 3D World,2013,93.0,8.9,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,flower,2013,91.0,7.2,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Rayman Legends,2013,90.0,8.5,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,The Legend of Zelda: A Link Between Worlds,2013,91.0,9.0,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,Tearaway,2013,87.0,8.9,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Final Fantasy XIV Online: A Realm Reborn,2013,82.33333333333333,6.666666666666668,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,XCOM: Enemy Within,2013,87.0,7.85,86,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7,FIFA 14,2013,86.25,5.175,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,Resogun,2013,84.0,7.7,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Assassin's Creed IV: Black Flag,2013,85.25,7.925000000000002,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,The Swapper,2013,85.0,8.1,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Rogue Legacy,2013,83.75,7.925,84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,ZEN Pinball 2,2013,82.0,7.0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Gone Home,2013,86.0,5.4,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,Volgarr the Viking,2013,76.0,7.8,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Rocksmith 2014 Edition,2013,87.33333333333331,7.900000000000001,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Skylanders Swap Force,2013,80.4,5.82,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Fez,2013,90.5,6.550000000000002,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,LEGO Marvel Super Heroes,2013,81.0,7.88,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,SteamWorld Dig,2013,81.2,7.68,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,NBA 2K14,2013,85.5,5.525,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,The Wolf Among Us: Episode 1 - Faith,2013,84.0,8.700000000000001,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Injustice: Gods Among Us - Ultimate Edition,2013,80.0,7.2,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Need for Speed: Rivals,2013,76.75,5.2250000000000005,81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24,Samurai Gunn,2013,78.0,7.6,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Stick it to the Man!,2013,78.5,7.274999999999999,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,CastleStorm,2013,78.4,7.580000000000001,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,Forza Motorsport 5,2013,79.0,6.0,79,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
28,The Walking Dead: Season Two Episode 1 - All That Remains,2013,79.0,8.55,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Battlefield 4,2013,81.25,6.175,79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,Teslagrad,2013,78.75,7.6,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Risk of Rain,2013,77.0,8.1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,The Walking Dead: Season Two - A Telltale Games Series,2013,80.0,8.3,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Dead Rising 3,2013,78.0,6.9,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Outlast,2013,79.0,8.05,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Brothers: A Tale of Two Sons,2013,84.4,8.34,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,Madden NFL 25,2013,75.75,5.2,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,Peggle 2,2013,77.0,7.1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Renowned Explorers: International Society,2013,72.0,6.5,76,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39,Shadow Warrior,2013,72.33333333333333,7.633333333333333,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Baldur's Gate II: Enhanced Edition,2013,78.0,7.4,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,Angry Video Game Nerd Adventures,2013,77.0,7.6,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Electronic Super Joy,2013,78.0,6.8,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Tetrobot and Co.,2013,74.5,8.05,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Tiny Barbarian DX,2013,77.0,7.7,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,War Thunder,2013,78.5,6.05,75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
46,Nihilumbra,2013,74.66666666666667,6.400000000000001,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Assassin's Creed IV: Black Flag - Freedom Cry,2013,73.5,6.699999999999998,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Bleed,2013,75.0,7.5,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Anomaly 2,2013,75.5,7.300000000000002,74,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50,Knytt Underground,2013,76.0,7.6,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Broken Sword 5: The Serpent's Curse,2013,74.5,7.2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,The Bridge,2013,75.0,7.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Disney DuckTales Remastered,2013,73.66666666666667,7.533333333333334,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Just Dance 2014,2013,75.5,7.699999999999998,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Warframe,2013,73.0,8.0,73,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,Another World: 20th Anniversary Edition,2013,73.0,7.2,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Killzone: Shadow Fall,2013,73.0,6.8,73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Call of Duty: Ghosts,2013,73.6,3.12,72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Ultratron,2013,73.0,6.5,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,NES Remix,2013,71.0,7.2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Neverwinter,2013,71.33333333333333,5.733333333333333,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,Super Motherload,2013,65.0,6.6,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,BioShock Infinite: Burial at Sea - Episode One,2013,71.33333333333333,7.900000000000001,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,World of Warplanes,2013,69.0,5.3,70,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
65,Max: The Curse of Brotherhood,2013,70.66666666666667,6.2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Redshirt,2013,62.0,5.5,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,Ironclad Tactics,2013,69.0,7.2,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,Powerstar Golf,2013,65.0,5.5,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,Zoo Tycoon,2013,68.0,3.1,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,Escape Plan,2013,73.0,6.7,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,The Novelist,2013,66.0,6.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Doki-Doki Universe,2013,66.33333333333333,6.2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Anodyne,2013,75.0,6.6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Tiny Brains,2013,64.0,6.7,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Deadpool,2013,61.5,7.074999999999998,66,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,Foul Play,2013,68.0,5.366666666666667,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,SimCity: Cities of Tomorrow Expansion Pack,2013,61.0,3.8,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,Ryse: Son of Rome,2013,60.5,6.45,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Contrast,2013,60.5,7.0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Bridge Constructor,2013,62.0,6.6,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,Knack,2013,54.0,6.5,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Journey of a Roach,2013,65.0,6.9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Mario Party: Island Tour,2013,57.0,6.0,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,Slender: The Arrival,2013,62.5,6.5,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013,55.0,6.1,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,Crimson Dragon,2013,55.0,6.5,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Wooden Sen'SeY,2013,62.0,7.3,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Halo: Spartan Assault,2013,61.5,5.35,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Speedball 2 HD,2013,53.0,3.8,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,Gomo,2013,50.0,4.9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,LocoCycle,2013,48.0,4.0,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,Violett,2013,61.0,7.3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Deadfall Adventures,2013,48.0,7.300000000000002,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,NBA Live 14,2013,39.5,2.85,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,Gravity Badgers,2013,48.0,5.209523809523809,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,2013,42.333333333333336,4.3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,X Rebirth,2013,33.0,3.2,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,Fighter Within,2013,23.0,2.8,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,Grand Theft Auto V,2014,96.8,8.080000000000002,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,The Last of Us Remastered,2014,95.0,9.1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Minecraft: PlayStation 4 Edition,2014,89.0,6.5,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Super Smash Bros. for Wii U,2014,92.0,8.9,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Bayonetta 2,2014,91.5,8.7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,Diablo III: Ultimate Evil Edition,2014,88.0,7.85,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,Guacamelee! Super Turbo Championship Edition,2014,87.75,7.574999999999998,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,The Binding of Isaac: Rebirth,2014,87.0,8.05,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Shovel Knight,2014,87.8,8.000000000000002,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,Dark Souls II,2014,91.0,7.733333333333333,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
109,Mario Kart 8,2014,88.0,8.9,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
110,Out of the Park Baseball 15,2014,89.0,7.2,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,Hearthstone: Heroes of Warcraft,2014,88.0,6.0,88,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
112,Dragon Age: Inquisition,2014,86.33333333333331,6.733333333333333,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
113,Mario Kart 8 DLC Pack 1,2014,87.0,8.9,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,Diablo III: Reaper of Souls,2014,87.0,6.6,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,Forza Horizon 2,2014,86.0,8.3,87,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
116,Minecraft: Xbox One Edition,2014,88.0,6.7,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,The Talos Principle,2014,86.5,8.3,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,BattleBlock Theater,2014,85.0,7.85,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Bayonetta,2014,86.66666666666669,8.4,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,ZEN Pinball 2: The Walking Dead,2014,83.0,6.0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,World of Warcraft: Warlords of Draenor,2014,87.0,5.9,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,The Wolf Among Us: Episode 5 - Cry Wolf,2014,81.33333333333333,8.433333333333334,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Transistor,2014,84.0,8.466666666666667,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
124,Valkyria Chronicles,2014,84.5,8.399999999999999,85,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
125,Velocity 2X,2014,87.66666666666669,7.300000000000002,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,South Park: The Stick of Truth,2014,84.0,8.533333333333333,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
127,Titanfall,2014,85.0,6.333333333333332,85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,This War of Mine,2014,83.0,8.3,85,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
129,Divinity: Original Sin,2014,87.0,8.7,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
130,Middle-earth: Shadow of Mordor,2014,85.0,7.966666666666666,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
131,Tomb Raider: Definitive Edition,2014,85.5,7.9,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Persona Q: Shadow of the Labyrinth,2014,83.0,5.7,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,Donkey Kong Country: Tropical Freeze,2014,84.5,8.8,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Bravely Default,2014,85.0,8.5,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,Halo: The Master Chief Collection,2014,85.0,7.5,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Resogun: Heroes,2014,86.0,7.3,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Metal Gear Rising: Revengeance,2014,81.66666666666667,7.966666666666666,84,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,The Wolf Among Us: Episode 3 - A Crooked Mile,2014,79.5,8.45,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,TowerFall Ascension,2014,84.66666666666667,7.0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Star Wars Pinball: Heroes Within,2014,80.0,5.2,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Marvel Heroes 2015,2014,81.0,8.2,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142,The Walking Dead: Season Two Episode 2 - A House Divided,2014,81.0,8.466666666666667,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Theatrhythm Final Fantasy: Curtain Call,2014,83.0,8.9,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Legend of Grimrock II,2014,85.0,8.1,84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145,Metro Redux,2014,83.66666666666667,7.833333333333332,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Geometry Wars 3: Dimensions,2014,82.0,7.133333333333333,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,The Blackwell Epiphany,2014,83.0,7.6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Endless Legend,2014,82.0,8.0,84,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
149,Dark Souls II: Crown of the Ivory King,2014,84.0,8.299999999999999,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,Guilty Gear Xrd -SIGN-,2014,84.0,7.9,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Year Walk,2014,84.5,7.35,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Disgaea 4: A Promise Revisited,2014,82.0,8.0,83,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
153,Child of Light,2014,82.0,8.083333333333334,83,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
154,Far Cry 4,2014,82.33333333333333,7.366666666666667,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,Sunset Overdrive,2014,81.0,7.8,83,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
156,BioShock Infinite: Burial at Sea - Episode Two,2014,82.0,8.45,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Broken Age: Act 1,2014,82.0,7.7,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,WildStar,2014,82.0,7.5,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159,FIFA 15,2014,82.0,5.1,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,MLB 14: The Show,2014,82.0,7.15,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,Phoenix Wright: Ace Attorney Trilogy,2014,80.4,8.36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Age of Wonders III,2014,80.0,8.0,82,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
163,Super Time Force,2014,80.5,6.15,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Astebreed,2014,86.0,7.4,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Captain Toad: Treasure Tracker,2014,80.66666666666667,8.133333333333335,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,The Journey Down: Chapter Two,2014,78.0,7.1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Luftrausers,2014,81.0,7.166666666666668,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Oddworld: Abe's Oddysee - New 'n' Tasty,2014,85.5,7.75,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Dark Souls II: Crown of the Sunken King,2014,81.66666666666667,7.866666666666667,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,Sunless Sea,2014,81.0,7.6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,inFamous: Second Son,2014,80.0,8.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,The Walking Dead: Season Two Episode 3 - In Harm's Way,2014,81.0,8.433333333333334,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Sid Meier's Civilization: Beyond Earth,2014,81.0,5.5,81,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
174,Forza Horizon 2: Storm Island,2014,82.0,7.5,81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
175,SMITE,2014,80.66666666666667,7.433333333333334,81,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
176,Wolfenstein: The New Order,2014,79.66666666666667,8.033333333333333,81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,Freedom Planet,2014,83.0,8.466666666666667,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Nidhogg,2014,81.0,6.8,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Wasteland 2,2014,81.0,7.2,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,Madden NFL 15,2014,80.5,6.15,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181,Call of Duty: Advanced Warfare,2014,80.66666666666667,5.266666666666667,81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,Fantasia: Music Evolved,2014,77.0,7.5,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Professor Layton and the Azran Legacy,2014,81.0,8.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Shantae and the Pirate's Curse,2014,81.4,8.26,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,The Banner Saga,2014,78.33333333333333,7.933333333333333,81,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
186,Company of Heroes 2: The Western Front Armies,2014,80.0,6.9,81,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
187,DG2: Defense Grid 2,2014,78.66666666666667,7.033333333333334,81,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
188,Pro Evolution Soccer 2015,2014,81.0,6.466666666666666,80,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
189,Sportsfriends,2014,82.0,6.3,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
190,ZEN Pinball 2: South Park: Super-Sweet Pinball,2014,84.0,6.0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,NBA 2K15,2014,82.5,6.550000000000002,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
192,Super Mega Baseball,2014,85.0,7.2,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
193,Stealth Inc 2: A Game of Clones,2014,78.75,7.075,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Alien: Isolation,2014,79.33333333333333,8.200000000000001,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,Pushmo World,2014,80.0,8.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Kalimba,2014,81.0,7.4,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1001 Spikes,2014,78.0,6.6,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Valiant Hearts: The Great War,2014,78.5,8.175,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Scram Kitty and His Buddy on Rails,2014,79.0,7.7,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,The Vanishing of Ethan Carter,2014,80.0,7.833333333333332,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Skylanders Trap Team,2014,78.0,6.35,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Resident Evil 4: Ultimate HD Edition,2014,79.0,8.1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,LittleBigPlanet 3,2014,79.0,7.1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,So Many Me,2014,78.0,7.1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,The Wolf Among Us: Episode 2 - Smoke and Mirrors,2014,77.0,8.1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Watch Dogs,2014,74.25,5.9,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,The Walking Dead: Season Two Episode 5 - No Going Back,2014,83.0,8.433333333333332,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Company of Heroes 2: Ardennes Assault,2014,81.0,6.2,79,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
209,Pix the Cat,2014,75.66666666666667,6.7411877394636015,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Dungeon of the Endless,2014,78.5,7.55,79,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
211,A Story About My Uncle,2014,73.0,7.2,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Trials Fusion,2014,79.66666666666667,7.033333333333334,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,Samurai Warriors 4,2014,76.0,7.6,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Age of Wonders III - Golden Realms,2014,82.0,8.5,78,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
215,Plants vs Zombies: Garden Warfare,2014,76.33333333333333,7.6,78,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
216,Five Nights at Freddy's,2014,78.0,7.1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,GRID Autosport,2014,76.75,6.85,78,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
218,Warriors Orochi 3 Ultimate,2014,75.0,6.85,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,ETHER One,2014,78.5,5.85,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Ziggurat,2014,80.0,7.0,78,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Mario Golf: World Tour,2014,78.0,8.0,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
