,name,year_x,metascore,userscore,openscore,action,fighting,first-person,flight,party,puzzle,racing,real-time,role-playing,simulation,sports,strategy,third-person,turn-based,wargame,wrestling,goty
1171,Ray Gigant,2016,72.0,8.1,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1172,No Man's Sky,2016,69.66666666666667,5.1000000000000005,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,Valentino Rossi The Game,2016,75.0,7.6,70,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1174,Disgaea PC,2016,74.0,5.9,70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1175,Mirror's Edge Catalyst,2016,71.66666666666667,5.466666666666666,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,Raiden V,2016,75.0,7.8,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Fallout 4: Automatron,2016,70.0,5.733333333333333,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1178,LEGO Marvel's Avengers,2016,71.0,6.35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,Polaris Sector,2016,76.0,7.1,70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1180,Sebastien Loeb Rally Evo,2016,67.0,7.333333333333332,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1181,Dungeon Souls,2016,67.0,5.6,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1182,Fortified,2016,69.0,6.7,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1183,Tumble VR,2016,69.0,7.2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,Masquerada: Songs and Shadows,2016,76.0,7.002304147465438,70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1185,Arslan: The Warriors of Legend,2016,69.0,6.5,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,River City: Tokyo Rumble,2016,69.0,7.9,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,The Collider 2,2016,70.0,6.723563218390801,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,The Silver Case,2016,64.0,7.4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,Heart&Slash,2016,72.0,7.300000000000002,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,Hard Reset Redux,2016,70.0,6.45,69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,The Legend of Kusakari,2016,69.0,6.687573964497041,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,Franchise Hockey Manager 3,2016,64.0,6.221666666666668,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1193,Mother Russia Bleeds,2016,70.0,6.9,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Exist Archive: The Other Side of the Sky,2016,68.5,7.55,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1195,Star Fox Zero,2016,69.0,7.4,69,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1196,Rainbow Moon,2016,70.0,6.5,69,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1197,Blade & Soul,2016,68.0,4.5,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1198,The Little Acre,2016,68.0,6.966666666666666,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,Ride 2,2016,67.33333333333333,6.933333333333334,69,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1200,Yesterday Origins,2016,73.5,6.9,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Shadow Blade: Reload,2016,70.0,8.1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,TurnOn,2016,67.0,6.15,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Assault Suit Leynos,2016,67.0,6.7,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Toy Odyssey: The Lost and Found,2016,71.0,6.6285024154589465,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,Cossacks 3,2016,63.0,5.5,68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1206,Sword Art Online: Hollow Realization,2016,69.0,7.4,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1207,Lichtspeer,2016,69.5,7.1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,Heaven's Hope,2016,74.0,6.7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Senran Kagura: Estival Versus,2016,69.0,7.4,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,htoL#NiQ: The Firefly Diary,2016,58.0,7.5,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,Call of Duty: Black Ops III - Descent,2016,68.0,6.480813953488374,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,Nights of Azure,2016,67.0,7.2,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1213,Human: Fall Flat,2016,68.75,6.75,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,Cobalt,2016,67.5,7.05,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,Bear With Me: Episode 1,2016,68.0,6.1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,Klang,2016,71.0,6.6285024154589465,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,The Walking Dead: Michonne - Episode 1: In Too Deep,2016,68.0,6.666666666666668,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1218,Star Wars Battlefront: Outer Rim,2016,70.0,5.8,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Through the Woods,2016,64.5,6.45,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,Deadlight: Director's Cut,2016,69.5,6.949999999999998,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,Moon Hunters,2016,62.0,6.2,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1222,White Day: A Labyrinth Named School,2016,67.0,6.9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,Sheltered,2016,64.33333333333333,5.669348659003831,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1224,Punch Club,2016,73.0,7.1,67,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1225,Final Fantasy Explorers,2016,69.0,8.5,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1226,Earth's Dawn,2016,68.0,6.7,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,The Westport Independent,2016,63.0,5.8,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1228,Demon's Crystals,2016,70.0,6.723563218390801,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,Dear Esther: Landmark Edition,2016,68.0,5.75,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Tharsis,2016,63.0,5.35,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Agatha Christie: The ABC Murders,2016,66.0,8.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,GunWorld 2,2016,59.0,5.6,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,AIPD - Artificial Intelligence Police Department,2016,70.0,6.723563218390801,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Galactic Civilizations III: Mercenaries,2016,66.0,7.0,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1235,Super Mutant Alien Assault,2016,70.5,5.6078125,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,WWE 2K17,2016,68.5,5.449999999999998,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1237,Megadimension Neptunia VII,2016,71.0,7.0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1238,Obliteracers,2016,74.0,7.2117816091954,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1239,99Vidas,2016,61.0,6.7,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,Driveclub VR,2016,66.0,6.6,67,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1241,Adventures of Mana,2016,66.0,8.3,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1242,Poly Bridge,2016,73.0,6.9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Koihime Enbu,2016,68.0,6.7,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,Pang Adventures,2016,63.0,5.4,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,Robinson: The Journey,2016,64.0,6.7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,Criminal Girls 2: Party Favors,2016,67.0,8.2,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1247,Nitroplus Blasterz: Heroines Infinite Duel,2016,70.0,6.9,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Clockwork Tales: Of Glass and Ink,2016,70.0,6.723563218390801,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,How to Survive 2,2016,67.0,6.4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,Dead by Daylight,2016,63.5,6.3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,Xenoraid,2016,65.0,6.2,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,Lethal VR,2016,56.0,4.9,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,Small Radios Big Televisions,2016,64.5,5.407070707070705,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,Gal*Gun: Double Peace,2016,64.0,6.7,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Root Letter,2016,68.0,7.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,Birthdays the Beginning,2016,65.0,6.5,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1257,Drive!Drive!Drive!,2016,59.0,5.0,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1258,Dead Island: Definitive Collection,2016,66.66666666666667,5.466666666666666,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,Shadow of the Beast,2016,64.0,7.3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,DEXED,2016,65.0,6.572043010752691,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,Neon Chrome,2016,69.0,6.05,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,The Bunker,2016,61.25,5.926293103448277,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Claire: Extended Cut,2016,67.0,6.8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Rogue Wizards,2016,67.0,6.7,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1265,Into the Stars,2016,61.0,3.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Just Cause 3: Sky Fortress,2016,72.0,6.6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,Champions of Anteria,2016,67.0,6.9,65,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1268,Maize,2016,55.0,6.159375,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Sherlock Holmes: The Devil's Daughter,2016,67.33333333333333,7.166666666666668,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Tom Clancy's The Division - Underground,2016,66.5,6.4,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1271,Spellspire,2016,62.0,6.214141414141412,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1272,One Piece: Burning Blood,2016,63.0,6.85,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Uno,2016,65.66666666666667,6.7333333333333325,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,Rocketbirds 2: Evolution,2016,67.0,6.1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,This Is the Police,2016,66.66666666666667,6.842834138486315,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1276,Table Top Racing: World Tour,2016,65.0,5.949999999999998,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1277,Metroid Prime: Federation Force,2016,64.0,5.6,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,The Witch and the Hundred Knight: Revival Edition,2016,63.0,6.7,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1279,The Town of Light,2016,63.66666666666666,6.666666666666668,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Sonic Boom: Fire & Ice,2016,62.0,7.1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,The Solus Project,2016,66.5,6.65,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,Californium,2016,64.0,6.0,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Farming Simulator 17,2016,67.66666666666667,7.6,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1284,The Guest,2016,68.0,7.0,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,8-Bit Hordes,2016,63.0,2.5,63,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1286,ReCore,2016,60.5,6.35,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,Tempest,2016,60.0,6.3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,Demetrios - The BIG Cynical Adventure,2016,72.0,7.7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,SportsBarVR,2016,55.0,6.0,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1290,Assassin's Creed Chronicles: India,2016,63.33333333333334,4.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,Manual Samuel,2016,67.0,6.6,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1292,Clockwork Empires,2016,58.0,3.5,62,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1293,ADR1FT,2016,60.0,5.199999999999998,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,Slain: Back from Hell,2016,70.33333333333333,7.362524654832346,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,Shooting Stars!,2016,59.0,7.3,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Arizona Sunshine,2016,63.0,6.6,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,Aurion: Legacy of the Kori-Odan,2016,69.0,7.8,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1298,Adam's Venture: Origins,2016,53.0,5.9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Touhou Genso Rondo: Bullet Ballet,2016,55.0,5.4,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Mario & Sonic at the Rio 2016 Olympic Games,2016,62.5,7.3,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1301,MegaTagmension Blanc + Neptune VS Zombies,2016,61.0,6.4,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,Trillion: God of Destruction,2016,65.0,7.4,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1303,Aegis of Earth: Protonovus Assault,2016,57.0,6.4,61,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1304,SwapQuest,2016,64.0,7.0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,Touhou: Scarlet Curiosity,2016,58.0,7.1,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1306,Star Ocean: Integrity and Faithlessness,2016,58.0,6.5,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1307,Crush Your Enemies,2016,63.0,6.5,60,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1308,Battleship,2016,65.0,6.6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,Radiation Island,2016,54.0,6.8,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,Chase: Cold Case Investigations - Distant Memories,2016,59.0,7.7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,The Dwarves,2016,59.66666666666666,5.466666666666666,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1312,Hunter's Legacy,2016,59.5,6.121522988505747,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,Rogue Stormers,2016,68.0,7.7,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Lost Sea,2016,59.0,7.0,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1315,Assassin's Creed Chronicles: Russia,2016,58.33333333333334,4.3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,League of Evil,2016,64.0,6.1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Dangerous Golf,2016,57.66666666666666,4.233333333333333,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1318,Lost Grimoires: Stolen Kingdom,2016,63.0,6.19784946236559,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,100ft Robot Golf,2016,56.0,5.9,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1320,Asemblance,2016,61.0,5.2,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,Necropolis,2016,58.0,5.120370370370371,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,The Technomancer,2016,61.33333333333334,6.833333333333332,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1323,NASCAR Heat Evolution,2016,66.0,4.4,57,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1324,The Assembly,2016,59.33333333333334,6.074521072796934,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,MeiQ: Labyrinth of Death,2016,56.0,7.4,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1326,Harvest Moon: Skytree Village,2016,59.0,5.9,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1327,Space Hulk: Deathwing,2016,56.5,5.6,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Dead Effect 2,2016,56.0,6.4,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,RWBY: Grimm Eclipse,2016,57.0,7.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,E.T. Armies,2016,54.0,6.9,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Resident Evil 6,2016,64.0,6.333333333333332,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Anima: Gate of Memories,2016,62.0,7.800000000000002,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1333,Gunscape,2016,61.0,5.0,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,Filthy Lucre,2016,61.0,6.4,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,POSTAL Redux,2016,54.0,6.6,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Mobile Suit Gundam: Extreme VS-Force,2016,57.0,6.9,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,"Warhammer 40,000: Eternal Crusade",2016,52.0,4.7,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1338,Shadwen,2016,52.0,6.550000000000002,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Hyperdimension Neptunia U: Action Unleashed,2016,71.0,7.0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Trials of the Blood Dragon,2016,55.33333333333334,6.2333333333333325,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,Bohemian Killing,2016,55.0,5.9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Breached,2016,54.0,7.0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,Attractio,2016,58.0,6.1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,Smashbox Arena,2016,54.0,4.6,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,Planar Conquest,2016,53.0,6.1,54,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1346,Carnival Games VR,2016,58.0,5.8,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,The Tomorrow Children,2016,54.0,5.9,54,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1348,Hardware: Rivals,2016,56.0,5.3,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1349,Phantaruk,2016,53.0,7.7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,Moto Racer 4,2016,49.0,5.4,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1351,Soul Axiom,2016,52.66666666666666,5.508148148148148,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,Koi,2016,51.0,5.4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,Paranautical Activity,2016,48.0,3.8,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,Syndrome,2016,56.0,5.6,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,Carmageddon: Max Damage,2016,51.5,6.550000000000002,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1356,Mighty No. 9,2016,51.75,3.875,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,Goliath,2016,57.0,6.9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,I and Me,2016,60.0,6.7,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Syberia 3,2016,49.5,6.050000000000002,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1360,Sadame,2016,54.0,6.2,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1361,Trulon: The Shadow Engine,2016,49.0,5.320000000000002,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1362,Shattered Skies,2016,56.0,5.2,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,Out of Ammo,2016,48.0,7.3,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,Shiny,2016,51.0,5.273913043478262,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,Homefront: The Revolution,2016,50.33333333333334,4.1000000000000005,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,NightCry,2016,46.0,3.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,Kill Strain,2016,53.0,7.2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,49.5,5.7,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,The Huntsman: Winter's Curse,2016,45.0,4.81875,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1370,Super Dungeon Bros,2016,48.0,2.0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,RollerCoaster Tycoon World,2016,43.0,2.1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1372,Death by Game Show,2016,50.0,5.4,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,Zenith,2016,46.0,6.6,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1374,Ace Banana,2016,40.0,4.3,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,Back in 1995,2016,52.0,5.8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,MagNets: Fully Charged,2016,49.0,4.1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,One Way Trip,2016,41.0,4.3,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,Crystal Rift,2016,37.0,6.3,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1379,Dinocide,2016,51.0,6.7,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,Blood Alloy: Reborn,2016,48.0,5.209523809523809,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,Bombshell,2016,43.0,3.7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,MilitAnt,2016,44.0,5.4,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,Active Soccer 2 DX,2016,53.0,7.2,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1384,7 Days to Die,2016,40.0,5.65,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,Umbrella Corps,2016,37.0,2.2,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1386,Weeping Doll,2016,32.0,2.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,Ghostbusters,2016,31.0,0.8,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,Dino Dini's Kick Off Revival,2016,31.0,4.5,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1389,Soda Drinker Pro,2016,30.0,5.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,Super Mario Odyssey,2017,97.0,8.9,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1391,The Legend of Zelda: Breath of the Wild,2017,96.5,8.399999999999999,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1392,Persona 5,2017,93.0,8.7,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1393,Path of Exile: The Fall of Oriath,2017,83.0,7.5,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1394,SteamWorld Heist: Ultimate Edition,2017,91.0,8.6,92,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
