,openscore,name,platform,year
1154,79,Deemo: The Last Recital,"Vita, Switch",2017
1155,79,Mary Skelter Nightmares,Vita,2017
1156,79,Apollo Justice: Ace Attorney,3DS,2017
1157,79,"Cook, Serve, Delicious! 2","PS4, PC",2017
1158,79,Blossom Tales: The Sleeping King,PC,2017
1159,79,Crawl,PC,2017
1160,79,SiNKR,PC,2017
1161,79,RiME,"PS4, XB1, PC",2017
1162,79,Atelier Shallie Plus: Alchemists of the Dusk Sea (Vita Edition),Vita,2017
1163,79,Fight'N Rage,PC,2017
1164,79,Super Hydorah,"XB1, PC",2017
1165,79,Diablo 3 - Rise of the Necromancer,"PC, PS4, XB1",2017
1166,79,Ys Origin,"PS4, Vita, XB1",2017
1167,79,Rising Storm 2: Vietnam,PC,2017
1168,79,Monster Hunter Stories,3DS,2017
1169,79,Purrfect Date,PC,2017
1170,79,Call of Duty: Black Ops III: Zombies Chronicles,"PS4, XB1, PC",2017
1171,79,Life is Strange: Before the Storm - Episode 2: Brave New World,"PS4, XB1, PC",2017
1172,79,Paladins,"PS4, XB1, PC",2017
1173,79,Shooty Fruity,"PSVR, Oculus, Vive",2017
1174,79,Full Throttle: Remastered,"PS4, PC, Vita",2017
1175,79,The Banner Saga: Complete Pack,"PS4, XB1, PC",2017
1176,79,Darkest Dungeon: The Crimson Court,PC,2017
1177,79,Final Fantasy XV: Episode Ignis,"PS4, XB1, PC",2017
1178,79,Little Nightmares,"PS4, XB1, PC",2017
1179,79,Blaster Master Zero,Switch,2017
1180,79,Ken Follett's The Pillars of the Earth - Book One,"PS4, XB1, PC",2017
1181,79,Naruto Shippuden: Ultimate Ninja Storm Legacy,"PS4, XB1, PC",2017
1182,79,Figment,PC,2017
1183,79,High Hell,PC,2017
1184,78,Arms,Switch,2017
1185,78,The Disney Afternoon Collection,"PS4, XB1, PC",2017
1186,78,Induction,PC,2017
1187,78,Romance of the Three Kingdoms 13: Fame and Strategy,"PS4, XB1, PC",2017
1188,78,Drifting Lands,PC,2017
1189,78,Ys SEVEN,PC,2017
1190,78,Everspace: Encounters,"XB1, PC",2017
1191,78,Style Savvy: Styling Star,3DS,2017
1192,78,Call of Duty: Infinite Warfare - Sabotage,"PS4, XB1, PC",2017
1193,78,The Jackbox Party Pack 4,"PS4, XB1, PC, Switch",2017
1194,78,Life is Strange: Before the Storm - Episode 1: Awake,"PS4, XB1, PC",2017
1195,78,Disgaea 2 PC,PC,2017
1196,78,Batman: The Enemy Within - Episode 1,PC,2017
1197,78,The Metronomicon: Slay the Dance Floor,"XB1, PS4, PC",2017
1198,78,Dragon Quest Heroes 2,PS4,2017
1199,78,Cosmic Star Heroine,"PS4, PC, Vita",2017
1200,78,Master X Master,PC,2017
1201,78,Embers of Mirrim,"PS4, XB1, PC",2017
1202,78,Yomawari: Midnight Shadows,"PC, PS4, Vita",2017
1203,78,Observer,"PS4, XB1, PC",2017
1204,78,Windjammers,"PS4, Vita",2017
1205,78,Everybody's Golf,PS4,2017
1206,78,ACA NEOGEO THE KING OF FIGHTERS '98,Switch,2017
1207,78,Nightshade,PC,2017
1208,78,The Sims 4: Parenthood,PC,2017
1209,78,L.A. Noire Remastered,"Switch, PS4, XB1",2017
1210,78,Syberia - Nintendo Switch Edition,Switch,2017
1211,78,The Walking Dead: The Telltale Series Collection,"XB1, PS4",2017
1212,78,Call of Duty: WWII,"PS4, XB1, PC",2017
1213,78,Ever Oasis,3DS,2017
1214,78,Halo Wars 2,"XB1, PC",2017
1215,78,Pinball FX2 - Star Wars Pinball: Rogue One,"PS4, PC",2017
1216,78,Lode Runner Legacy,PC,2017
1217,78,The Long Dark,"PS4, XB1, PC",2017
1218,78,X-Morph: Defense,"PS4, XB1, PC",2017
1219,78,Bomber Crew,PC,2017
1220,78,Resident Evil: Revelations 2 - Nintendo Switch Edition,Switch,2017
1221,78,The Legend of Zelda: Breath of the Wild - The Master Trials,"Wii-U, Switch",2017
1222,78,Vanquish,PC,2017
1223,78,Necrosphere,PC,2017
1224,78,Arcade Archives Mario Bros.,Switch,2017
1225,78,A Hat in Time,"PC, PS4, XB1",2017
1226,78,LocoRoco 2 Remastered,PS4,2017
1227,78,The Elder Scrolls Online: Morrowind,"PS4, XB1, PC",2017
1228,78,Holy Potatoes! We’re in Space?!,PC,2017
1229,78,Battlestar Galactica Deadlock,"PC, PS4",2017
1230,78,Heat Signature,PC,2017
1231,78,Shadow Bug,"PC, Switch",2017
1232,77,Sniper Elite 4,"PS4, XB1, PC",2017
1233,77,ECHO,"PS4, PC",2017
1234,77,Super Rude Bear Resurrection,"PS4, XB1, PC",2017
1235,77,Battlefield 1: They Shall Not Pass,"PS4, XB1, PC",2017
1236,77,Ken Follett's The Pillars of the Earth - Book Two,PC,2017
1237,77,"Warhammer 40,000: Dawn of War 3",PC,2017
1238,77,Nidhogg 2,"PC, PS4",2017
1239,77,Tacoma,"XB1, PC",2017
1240,77,Aaero,"PS4, XB1, PC",2017
1241,77,Poochy & Yoshi’s Woolly World,3DS,2017
1242,77,Forma.8,"PS4, XB1, Wii-U, PC, Vita",2017
1243,77,Sine Mora EX,"PS4, XB1, PC, Switch",2017
1244,77,Cattails,"PC, Switch",2017
1245,77,The Inner World: The Last Wind Monk,"XB1, PC, PS4",2017
1246,77,2064: Read Only Memories,"PS4, XB1, PC",2017
1247,77,Candleman,XB1,2017
1248,77,Graceful Explosion Machine,"PS4, Switch",2017
1249,77,LawBreakers,"PC, PS4",2017
1250,77,Deus Ex: Mankind Divided - A Criminal Past,"PS4, XB1, PC",2017
1251,77,Kingdoms and Castles,PC,2017
1252,77,Indygo,PC,2017
1253,77,The Surge: A Walk in the Park,"XB1, PC, PS4",2017
1254,77,Darkwood,PC,2017
1255,77,Marvel Heroes Omega (Console Edition),"PS4, XB1",2017
1256,77,For Honor,"PS4, XB1, PC",2017
1257,77,Monster Slayers,PC,2017
1258,77,Culdcept Revolt,3DS,2017
1259,77,LEGO City: Undercover,"PS4, XB1, Switch",2017
1260,77,Ruiner,"PS4, XB1, PC",2017
1261,77,Milkmaid of the Milky Way,PC,2017
1262,77,Herald: An Interactive Period Drama,PC,2017
1263,77,Tiles,PC,2017
1264,77,Total War: Warhammer - Norsca,PC,2017
1265,77,Invector,PS4,2017
1266,77,Strikey Sisters,"PC, Switch",2017
1267,77,Warlock's Tower,"PS4, XB1, PC, Vita, Switch",2017
1268,77,Serious Sam's Bogus Detour,PC,2017
1269,77,NHL 18,"XB1, PS4",2017
1270,77,Kingsway,PC,2017
1271,77,Slayaway Camp: Butcher's Cut,"XB1, PS4",2017
1272,77,River City: Rival Showdown,3DS,2017
1273,77,Ittle Dew 2+,Switch,2017
1274,77,The Dream Machine,PC,2017
1275,77,Caveblazers,PC,2017
1276,76,Super Cloudbuilt,"PS4, XB1, PC",2017
1277,76,Flinthook,"PS4, XB1, PC",2017
1278,76,Kingdom Hearts HD 2.8: Final Chapter Prologue,PS4,2017
1279,76,"Mafia 3: Faster, Baby!","PS4, XB1, PC",2017
1280,76,Offworld Trading Company: Jupiter’s Forge,PC,2017
1281,76,Zwei: The Ilvard Insurrection,PC,2017
1282,76,Sundered,"PS4, PC",2017
1283,76,Demon Gaze II,"PS4, Vita",2017
1284,76,Shadows of Adam,PC,2017
1285,76,Victor Vran: Overkill Edition,"XB1, PS4",2017
1286,76,Immortal Redneck,PC,2017
1287,76,Nongünz,PC,2017
1288,76,Toukiden 2,"PS4, PC, Vita",2017
1289,76,Gran Turismo Sport,PS4,2017
1290,76,Just Dance 2018,"PS4, XB1, Wii-U, Switch",2017
1291,76,METAL SLUG 3 - Nintendo Switch Edition,Switch,2017
1292,76,Cat Quest,PC,2017
1293,76,Story of Seasons: Trio of Towns,3DS,2017
1294,76,Overcooked: Special Edition,Switch,2017
1295,76,Battlefield 1: In the Name of the Tsar,"PS4, XB1, PC",2017
1296,76,Life Is Strange: Before the Storm - Episode 3: Hell Is Empty,"PS4, XB1, PC",2017
1297,76,Bridge Constructor Portal,PC,2017
1298,76,A Normal Lost Phone,PC,2017
1299,76,Ashes Cricket,"XB1, PS4, PC",2017
1300,76,Rock of Ages 2: Bigger & Boulder,"PS4, XB1, PC",2017
1301,76,.hack//G.U. Last Recode,"PC, PS4",2017
1302,76,Hob,"PC, PS4",2017
1303,76,The Elder Scrolls V: Skyrim VR,"PSVR, Vive, Oculus",2017
1304,75,Star Trek: Bridge Crew,"Oculus, Vive, PSVR",2017
1305,75,Slime Rancher,"XB1, PC",2017
1306,75,Raiden V: Director’s Cut,"PS4, PC",2017
1307,75,GRIDD: Retroenhanced,PC,2017
1308,75,Gigantic,"XB1, PC",2017
1309,75,Genetic Disaster,PC,2017
1310,75,Dungeons 3,"XB1, PC, PS4",2017
1311,75,Mushroom Wars 2,PC,2017
1312,75,Fearful Symmetry & the Cursed Prince,"XB1, PC",2017
1313,75,Football Manager Touch 2018,"PC, Switch",2017
1314,75,Atelier Firis: The Alchemist and the Mysterious Journey,"PS4, PC",2017
1315,75,Utawarerumono: Mask of Truth,"PS4, Vita",2017
1316,75,Old Man’s Journey,PC,2017
1317,75,Iron Crypticle,"PS4, XB1, PC",2017
1318,75,Rock Band VR,Oculus,2017
1319,75,A Rose in the Twilight,"PC, Vita",2017
1320,75,The Signal From Tölva,PC,2017
1321,75,Rezrog,PC,2017
1322,75,Comet Crash 2: The Kronkoid Wars,PS4,2017
1323,75,Chicken Wiggle,3DS,2017
1324,75,The Elder Scrolls Online: Horns of the Reach,"PS4, XB1, PC",2017
1325,75,Bad Apple Wars,Vita,2017
1326,75,The Invisible Hours,"Vive, PSVR",2017
1327,75,Heliborne,PC,2017
1328,75,The Mummy Demastered,"PS4, XB1, PC, Switch",2017
1329,75,Knight Terrors,"Switch, PC",2017
1330,75,Titan Quest: Ragnarok,PC,2017
1331,75,Resident Evil 7: Biohazard - End of Zoe,PC,2017
1332,75,Space Pirate Trainer,"Oculus, Vive, PSVR",2017
1333,75,The Escapists 2,"PS4, XB1, PC, Switch",2017
1334,75,Bulletstorm: Full Clip Edition,"PS4, XB1, PC",2017
1335,75,Mages of Mystralia,"PS4, XB1, PC",2017
1336,75,SAMURAI WARRIORS: Spirit of Sanada,"PS4, PC",2017
1337,75,Outlast II,"PS4, XB1, PC, Switch",2017
1338,75,Fire Emblem Warriors,"Switch, 3DS",2017
1339,75,Shift Happens,"PS4, XB1, PC",2017
1340,74,Regalia: Of Men and Monarchs,"PS4, XB1, PC",2017
1341,74,Tokyo Xanadu eX+,"PS4, PC",2017
1342,74,Sky Force Reloaded,"XB1, PC, PS4",2017
1343,74,CRYPTARK,"PS4, PC",2017
1344,74,OVIVO,PC,2017
1345,74,Bullet Soul,PC,2017
1346,74,88 Heroes,PC,2017
1347,74,That's You!,PS4,2017
1348,74,Yo-kai Watch 2: Psychic Specters,3DS,2017
1349,74,Shift DX,3DS,2017
1350,74,Stars in Shadow,PC,2017
1351,74,SpiritSphere,PC,2017
1352,74,Attentat 1942,PC,2017
1353,74,Floor Kids,Switch,2017
1354,74,SeaBed,PC,2017
1355,74,Blackwood Crossing,"PS4, XB1, PC",2017
1356,74,The Shrouded Isle,PC,2017
1357,74,Resident Evil 7: Biohazard - Banned Footage Vol. 1,"PS4, XB1, PC",2017
1358,74,Snake Pass,"PS4, XB1, PC, Switch",2017
1359,74,Mega Man Legacy Collection 2,"XB1, PS4, PC",2017
1360,74,Nioh: Dragon of the North,PS4,2017
1361,74,Matterfall,PS4,2017
1362,74,Putty Pals,"Switch, PC",2017
1363,74,Pinstripe,PC,2017
1364,74,Death Squared,"PS4, XB1, PC",2017
1365,74,Blasters of the Universe,"Oculus, Vive",2017
1366,74,Redout: Lightspeed Edition,"XB1, PS4",2017
1367,74,SpellForce 3,PC,2017
1368,73,TumbleSeed,"PS4, XB1, PC, Switch",2017
1369,73,Period Cube ~Shackles of Amadeus~,Vita,2017
1370,73,Implosion: Never Lose Hope,Switch,2017
1371,73,Pressure Overdrive,"PS4, XB1, PC",2017
1372,73,Crashday: Redline Edition,PC,2017
1373,73,Halcyon 6: Lightspeed Edition,PC,2017
1374,73,Sky Rogue,PC,2017
1375,73,Cities: Skylines - Green Cities,PC,2017
1376,73,Puzzle Box Maker,Switch,2017
1377,73,Project CARS 2 - Japanese Cars Pack,"PS4, XB1, PC",2017
1378,73,Game Tengoku CruisinMix Special,"PS4, PC",2017
1379,73,A Robot Named Fight,PC,2017
1380,73,Absolver,"PS4, XB1, PC",2017
1381,73,Call of Duty: Infinite Warfare - Continuum,"PS4, XB1, PC",2017
1382,73,Last Day of June,"PS4, PC",2017
1383,73,Cladun Returns: This Is Sengoku!,"PS4, PC, Vita",2017
1384,73,NBA Live 18,"XB1, PS4",2017
1385,73,Serial Cleaner,"PS4, XB1, PC",2017
1386,73,Batman: The Enemy Within - Episode 2,"PS4, XB1, PC",2017
1387,73,GNOG,"PS4, PC",2017
1388,73,BOOR,PC,2017
1389,73,Greedy Guns,PC,2017
1390,73,No Heroes Allowed!,PSVR,2017
1391,73,Syberia 2 - Nintendo Switch Edition,Switch,2017
1392,73,Namco Museum,Switch,2017
1393,73,The Infectious Madness of Doctor Dekker,PC,2017
1394,73,LEGO Marvel Super Heroes 2,"PS4, XB1, PC",2017
1395,73,Tokyo Dark,PC,2017
1396,73,8-Bit Adventure Anthology: Volume 1,"XB1, PC, PS4",2017
1397,73,The Surge,"PS4, XB1, PC",2017
1398,73,Tokyo Xanadu,"Vita, PS4",2017
1399,73,Hidden Folks,PC,2017
1400,73,Everything,"PS4, PC",2017
1401,73,Cities: Skylines - Mass Transit,PC,2017
1402,73,Let Them Come,"PC, XB1",2017
1403,73,Angels with Scaly Wings,PC,2017
1404,73,Sublevel Zero Redux,"PS4, XB1",2017
1405,73,Dream Daddy: A Dad Dating Simulator,PC,2017
1406,73,Sparc,"PSVR, Oculus, Vive",2017
1407,73,Infinite Minigolf,"PS4, XB1, PC",2017
1408,73,NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy,"XB1, Switch, PC, PS4",2017
1409,73,GOD WARS Future Past,"PS4, Vita",2017
1410,73,The Golf Club 2,"PS4, XB1, PC",2017
1411,73,Aqua Kitty UDX,"XB1, Switch",2017
1412,73,Future Unfolding,"PS4, PC",2017
1413,73,The Darkside Detective,"PC, Switch",2017
1414,73,Hiveswap,PC,2017
1415,73,Son of Scoregasm,Vita,2017
1416,73,Spintires: MudRunner,"XB1, PC, PS4",2017
1417,73,Summon Night 6: Lost Borders,"PS4, Vita",2017
1418,73,Farming Simulator - Nintendo Switch Edition,Switch,2017
1419,72,Yooka Laylee,"PS4, XB1, PC, Switch",2017
1420,72,Rugby League Live 4,"PS4, XB1, PC",2017
1421,72,Dead Rising 4: Frank's Big Package,PS4,2017
1422,72,Mass Effect Andromeda,"PS4, XB1, PC",2017
1423,72,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto,"PS4, XB1, PC",2017
1424,72,"Minecraft: Story Mode - Season Two, Episode Two","PS4, XB1, PC",2017
1425,72,Farming Simulator 18,"Vita, 3DS",2017
1426,72,Star Ocean - The Last Hope Remastered,PC,2017
1427,72,Get Even,"PS4, XB1, PC",2017
1428,72,World to the West,"PS4, XB1, Wii-U, PC",2017
1429,72,Mighty Gunvolt Burst,Switch,2017
1430,72,Bloody Zombies,"PS4, PC, Oculus, Vive, PSVR",2017
1431,72,Knack 2,PS4,2017
1432,72,Styx: Shards of Darkness,"PS4, XB1, PC",2017
1433,72,Steep: Road to the Olympics,"XB1, PC, PS4",2017
1434,72,The Fidelio Incident,PC,2017
1435,72,Unit 4,"XB1, PC",2017
1436,72,KAMIKO,Switch,2017
1437,72,Jydge,"PS4, XB1, PC",2017
1438,72,Portal Knights,"PS4, XB1, PC",2017
1439,72,Tom Clancy's Ghost Recon: Wildlands,"PS4, XB1, PC",2017
1440,72,Alwa's Awakening,PC,2017
1441,72,Forts,PC,2017
1442,72,Swim Out,PC,2017
1443,72,Bush Hockey League,"XB1, PC, PS4",2017
1444,72,Super Rocket Shootout,"PC, Switch",2017
1445,72,Marvel Vs. Capcom: Infinite,"PS4, XB1, PC",2017
1446,72,Rick and Morty: Virtual Rick-ality,"Oculus, Vive, PSVR",2017
1447,72,Psychonauts in the Rhombus of Ruin,PSVR,2017
1448,72,de Blob - 2017 Edition,"PS4, XB1, PC",2017
1449,72,Aven Colony,"XB1, PC, PS4",2017
1450,71,Giga Wrecker,PC,2017
1451,71,Resident Evil 7: Biohazard - Not a Hero,PC,2017
1452,71,Vaporum,PC,2017
1453,71,Marvel’s Guardians of the Galaxy: The Telltale Series,"PS4, XB1, PC",2017
1454,71,The Mooseman,"PS4, XB1, PC, Switch",2017
1455,71,Touhou Genso Wanderer,"PS4, Vita",2017
1456,71,Circles,PC,2017
1457,71,Transcripted,"XB1, PC, PS4",2017
1458,71,80's Overdrive,3DS,2017
1459,71,Tiny Trax,PSVR,2017
1460,71,Resident Evil: Revelations (HD Console Edition),"XB1, PS4",2017
1461,71,Semispheres,"PS4, XB1, PC",2017
1462,71,Death Coming,"PS4, PC, Switch",2017
1463,71,Uurnog Uurnlimited,PC,2017
1464,71,The LEGO Ninjago Movie Video Game,"XB1, Switch, PC, PS4",2017
1465,71,Agatha Knife,"XB1, PC, Switch",2017
1466,71,Bendy and the Ink Machine,"PS4, XB1, PC, Switch",2017
1467,71,Yono and the Celestial Elephants,"Switch, PC",2017
1468,71,De Mambo,Switch,2017
1469,71,Zoo Tycoon: Ultimate Animal Collection,"XB1, PC",2017
1470,71,Kona,"PS4, PC",2017
1471,71,One Piece: Unlimited World Red - Deluxe Edition,"PC, PS4, Switch",2017
1472,71,Beat Cop,PC,2017
1473,71,Senran Kagura: Peach Beach Splash,PS4,2017
1474,71,Flood of Light,"PC, Switch",2017
1475,71,Songbringer,"PC, PS4, XB1",2017
1476,71,Conga Master Party!,Switch,2017
1477,71,Another Lost Phone: Laura’s Story,PC,2017
1478,71,Knowledge is Power,PS4,2017
1479,71,de Blob 2 - 2018 Edition,"PS4, XB1, PC",2017
1480,70,Mirage: Arcane Warfare,PC,2017
1481,70,Dragon's Lair Trilogy,PS4,2017
1482,70,"Minecraft: Story Mode - Season Two, Episode One","PS4, XB1, PC",2017
1483,70,Shio,PC,2017
1484,70,Total War: Rome II – Empire Divided,PC,2017
1485,70,Doom VFR,"Vive, PSVR",2017
1486,70,Disc Jam,"PS4, PC",2017
1487,70,Immortal Planet,PC,2017
1488,70,Farpoint,PSVR,2017
1489,70,Dungeon Defenders II,"PS4, XB1, PC",2017
1490,70,Loot Rascals,"PS4, PC",2017
1491,70,Rush: A Disney-Pixar Adventure,XB1,2017
1492,70,Layton’s Mystery Journey: Katrielle and the Millionaires’ Conspiracy,3DS,2017
1493,70,Vostok Inc.,"PS4, XB1, PC, Vita",2017
1494,70,Warriors All-Stars,"PC, PS4",2017
1495,70,Puzzle Puppers,PC,2017
1496,70,ACA NeoGeo: NAM-1975,Switch,2017
1497,70,Watch Dogs 2: No Compromise,"PS4, XB1, PC",2017
1498,70,Feral Fury,PC,2017
1499,70,Star Ocean Till the End of Time (HD Edition),PS4,2017
1500,70,Call of Duty: Infinite Warfare - Absolution,"PS4, XB1, PC",2017
1501,70,Galaxy of Pen & Paper,PC,2017
1502,70,Piczle Lines DX,Switch,2017
1503,70,The Lost Bear,"PS4, PSVR",2017
1504,70,Stellaris: Synthetic Dawn,PC,2017
1505,70,Tower 57,PC,2017
1506,70,Wolfenstein 2: The New Colossus - The Adventures of Gunslinger Joe,"XB1, PC",2017
1507,70,Mom Hid My Game,"3DS, Switch",2017
1508,70,Accounting+,PSVR,2017
1509,70,Fallout Shelter,"PS4, XB1, PC, Switch",2017
1510,70,Expeditions: Viking,PC,2017
1511,70,Cyberdimension Neptunia: 4 Goddesses Online,PS4,2017
1512,70,Digimon World: Next Order,PS4,2017
1513,70,Conarium,PC,2017
1514,70,Time Recoil,"XB1, PC, PS4",2017
1515,70,Nefarious,PC,2017
1516,70,"Minecraft: Story Mode - Season Two, Episode Four","PS4, XB1, PC",2017
1517,70,Romancing SaGa 2,"XB1, PC, Switch, Vita",2017
1518,70,Black The Fall,"PS4, XB1, PC",2017
1519,70,Super Blood Hockey,PC,2017
1520,70,Batman: The Enemy Within - Episode 3,"PS4, XB1, PC",2017
1521,70,Dimension Drive,"Switch, PC",2017
1522,70,WRC 7 FIA World Rally Championship,"PS4, XB1, PC",2017
1523,70,Hey! Pikmin,3DS,2017
1524,69,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,"PS4, XB1, PC",2017
1525,69,The Walking Dead: A New Frontier - Episode 3 - Above the Law,"PS4, XB1, PC",2017
1526,69,Imprint-X,PC,2017
1527,69,Save The Ninja Clan,"PS4, PC, Vita",2017
1528,69,Super Beat Sports,Switch,2017
1529,69,Hover: Revolt of Gamers,PC,2017
1530,69,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,"PS4, XB1, PC",2017
1531,69,Yonder: The Cloud Catcher Chronicles,"PS4, PC",2017
1532,69,MX Nitro,"PS4, XB1, PC",2017
1533,69,Voodoo Vince: Remastered,"XB1, PC",2017
1534,69,Dustoff Heli Rescue 2,"XB1, PC, PS4",2017
1535,69,The Mage's Tale,"Oculus, PSVR",2017
1536,69,Robonauts,"Switch, PS4",2017
1537,69,Megaton Rainfall,"PS4, PC",2017
1538,69,Flying Tigers: Shadows Over China,"XB1, PC",2017
1539,69,Tiny Metal,"PS4, PC, Switch",2017
1540,69,Little Inferno - Switch Edition,Switch,2017
1541,69,Road Redemption,PC,2017
1542,69,Killing Floor: Incursion,"Vive, Oculus",2017
1543,69,Dino Frontier,PSVR,2017
1544,69,Scanner Sombre,PC,2017
1545,69,Starpoint Gemini Warlords,PC,2017
1546,69,The Walking Dead: A New Frontier - Episode 4 - Thicker Than Water,"PS4, XB1, PC",2017
1547,69,Distrust,PC,2017
1548,68,Bud Spencer & Terence Hill - Slaps And Beans,PC,2017
1549,68,Dynasty Warriors: Godseekers,"PS4, Vita",2017
1550,68,Resident Evil 7: Biohazard - Banned Footage Vol. 2,"PS4, XB1, PC",2017
1551,68,HackyZack,PC,2017
1552,68,Air Guitar Warrior,XB1,2017
1553,68,Ultra Hyperball,Switch,2017
1554,68,WILL: A Wonderful World,PC,2017
1555,68,The Walking Dead: A New Frontier - Episode 5 - From the Gallows,"PS4, XB1, PC",2017
1556,68,Utawarerumono: Mask of Deception,"PS4, Vita",2017
1557,68,Patapon Remastered,PS4,2017
1558,68,StarBlood Arena,PSVR,2017
1559,68,Plasma Puncher,PC,2017
1560,68,Blue Reflection,"PS4, PC",2017
1561,68,Brawlhalla,"PS4, PC",2017
1562,68,Jeopardy!,"PS4, XB1",2017
1563,68,"Minecraft: Story Mode - Season Two, Episode Five","XB1, PS4, PC",2017
1564,68,Archangel,"Oculus, Vive, PSVR",2017
1565,68,MotoGP 17,"PS4, XB1, PC",2017
1566,68,CHAOS CODE -NEW SIGN OF CATASTROPHE-,"PS4, PC",2017
1567,68,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,"PS4, XB1, PC",2017
1568,68,It's Quiz Time,"PS4, PC",2017
1569,68,Hidden Agenda,PS4,2017
1570,68,Outcast – Second Contact,"XB1, PC, PS4",2017
1571,68,The Sims 4 - Console Edition,"XB1, PS4",2017
1572,68,Miitopia,3DS,2017
1573,68,Shiness: The Lightning Kingdom,"PS4, XB1, PC",2017
1574,68,theHunter: Call of the Wild,"PS4, PC",2017
1575,68,Seven: The Days Long Gone,PC,2017
1576,68,The Great Whale Road,PC,2017
1577,68,Tokyo 42,"PS4, XB1, PC",2017
1578,68,Fictorum,PC,2017
1579,68,Little Nightmares - The Hideaway,"XB1, PC, PS4",2017
1580,68,"Slice, Dice & Rice","PS4, PC",2017
1581,67,Mutant Football League,"XB1, PC",2017
1582,67,Fate/EXTELLA: The Umbral Star,"PS4, Switch, PC, Vita",2017
1583,67,Marvel's Guardians of the Galaxy - Episode 3: More than a Feeling,"PS4, XB1, PC",2017
1584,67,Star Wars Battlefront 2,"PS4, XB1, PC",2017
1585,67,Berserk and The Band of the Hawk,"PS4, PC",2017
1586,67,Way of Redemption,"PS4, PC",2017
1587,67,Lego Worlds,"PS4, XB1, PC, Switch",2017
1588,67,Gundam Versus,PS4,2017
1589,67,Oriental Empires,PC,2017
1590,67,Agents of Mayhem,"PS4, XB1, PC",2017
1591,67,"Minecraft: Story Mode - Season Two, Episode Three","PS4, XB1, PC",2017
1592,67,Vikings: Wolves of Midgard,"PS4, XB1, PC",2017
1593,67,DreamWorks Voltron VR Chronicles - Episode 1,"Vive, Oculus, PSVR",2017
1594,67,Super Lucky's Tale,"XB1, PC",2017
1595,67,Minecraft: Story Mode - Season Two,"PS4, XB1, PC",2017
1596,67,88 Heroes: 98 Heroes Edition,Switch,2017
1597,67,"Baobab's Mausoleum, Episode 1: Ovnifagos Don't Eat Flamingos",PC,2017
1598,67,Cars 3: Driven to Win,"PS4, XB1, Wii-U, PC, Switch",2017
1599,67,Aporia: Beyond the Valley,PC,2017
1600,67,Home Sweet Home,PC,2017
1601,67,"Warhammer 40,000: Sanctus Reach",PC,2017
1602,67,Arelite Core,PC,2017
1603,67,VR Sports,Vive,2017
1604,67,ArmaGallant: Decks of Destiny,PS4,2017
1605,67,Runic Rampage,PC,2017
1606,67,Castle of Shikigami,PC,2017
1607,67,Mr. Shifty,"PS4, Switch",2017
1608,67,Detached,"Oculus, Vive",2017
1609,67,THE VIDEOKID,PC,2017
1610,67,Malicious Fallen (PS4 Remaster),PS4,2017
1611,67,Omega Strike,"PS4, XB1, PC",2017
1612,66,FIFA 18 - Nintendo Switch Edition,Switch,2017
1613,66,Guns of Icarus Alliance,"PS4, PC",2017
1614,66,Ultra Street Fighter II: The Final Challengers,Switch,2017
1615,66,Final Fantasy XV: Episode Prompto,"PS4, XB1",2017
1616,66,Atomega,PC,2017
1617,66,Earth Atlantis,Switch,2017
1618,66,Steven Universe: Save the Light,"XB1, PS4",2017
1619,66,Puzzle Adventure Blockle,Switch,2017
1620,66,Lichtspeer: Double Speer Edition,Switch,2017
1621,66,Ogre,"PC, XB1",2017
1622,66,AER: Memories of Old,"PS4, XB1, PC",2017
1623,66,Poi: Explorer Edition,Switch,2017
1624,66,Rain World,"PS4, PC",2017
1625,66,Accel World VS Sword Art Online,PS4,2017
1626,66,Nioh: Defiant Honor,PS4,2017
1627,66,Gear.Club Unlimited,Switch,2017
1628,66,WWE 2K18,"XB1, Switch, PS4, PC",2017
1629,66,Aces of the Luftwaffe - Squadron,Switch,2017
1630,66,Ghost Blade HD,"PS4, XB1, Wii-U, PC",2017
1631,66,The Franz Kafka Videogame,PC,2017
1632,66,Numantia,"XB1, PC, PS4",2017
1633,66,DESYNC,PC,2017
1634,66,Use Your Words,"PS4, XB1, Wii-U, PC",2017
1635,66,Sudden Strike 4,"PS4, PC",2017
1636,65,Rise & Shine,"PS4, XB1, PC",2017
1637,65,Hive Jump,PC,2017
1638,65,River City: Knights of Justice,3DS,2017
1639,65,MXGP3 - The Official Motocross Videogame,"PS4, XB1, PC",2017
1640,65,Nine Parchments,"Switch, PC",2017
1641,65,Kirby's Blowout Blast,3DS,2017
1642,65,NBA Playgrounds,"PS4, XB1, PC, Switch",2017
1643,65,The Crow's Eye,PC,2017
1644,65,Late Shift,"PS4, XB1, PC",2017
1645,65,Nights of Azure 2: Bride of the New Moon,"PC, PS4, Switch",2017
1646,65,Impact Winter,PC,2017
1647,65,Realpolitiks,PC,2017
1648,65,Senko no Ronde 2,"PC, PS4",2017
1649,65,Mantis Burn Racing: Battle Cars,"PS4, XB1, PC",2017
1650,65,Light Tracer,PSVR,2017
1651,65,Picross S,Switch,2017
1652,65,Disneyland Adventures,"XB1, PC",2017
