,openscore,name,platform,year
553,58,Ultrawings FLAT,"PS4, PC, Switch",2019
554,58,BDSM: ﻿Big Drunk Satanic Massacre,"PC, Switch, PS4",2019
555,57,Pro Cycling Manager - Tour de France 2019,"PS4, XB1, PC",2019
556,57,Tom Clancy's Ghost Recon Breakpoint,"PS4, XB1, PC",2019
557,57,Xenon Racer,"PS4, XB1, PC, Switch",2019
558,57,Hamsterdam,"PC, Switch",2019
559,57,Sky Gamblers - Afterburner,Switch,2019
560,56,Feather,"PC, Switch",2019
561,56,Riot: Civil Unrest,"PS4, XB1, PC, Switch",2019
562,56,Paper Dolls: Original,"PS4, XB1, PC",2019
563,56,Growtopia,"PS4, XB1, Switch",2019
564,56,The Bradwell Conspiracy,"PC, PS4, Switch, XB1",2019
565,56,Headspun,"PS4, XB1, PC, Switch",2019
566,55,Eden-Tomorrow,PSVR,2019
567,55,SolSeraph,"PS4, XB1, PC, Switch",2019
568,55,Bannermen,PC,2019
569,55,Bird Game +,"PS4, XB1, PC, Switch",2019
570,55,Crossroads Inn,PC,2019
571,54,JackQuest: The Tale of The Sword,"PS4, XB1, PC, Switch",2019
572,54,Into the Dead 2,Switch,2019
573,54,Little Friends: Dogs & Cats,Switch,2019
574,53,Scrap,Switch,2019
575,53,She Sees Red,PC,2019
576,53,Forged of Blood,PC,2019
577,53,The Forbidden Arts,"XB1, PC, Switch",2019
578,53,Megalith,PSVR,2019
579,53,Dance of Death: Du Lac & Fey,PC,2019
580,53,Habroxia,"Switch, PS4, Vita",2019
581,52,A Duel Hand Disaster: Trackher,Switch,2019
582,52,Silver Chains,PC,2019
583,52,Re-Legion,PC,2019
584,52,Fimbul,"PS4, XB1, PC, Switch",2019
585,52,Contra: Rogue Corps,"PS4, XB1, PC, Switch",2019
586,51,Grimshade,PC,2019
587,51,ReadySet Heroes,"PS4, PC",2019
588,51,Forever Forest,Switch,2019
589,51,Whipseey and the Lost Atlas,"PS4, XB1, PC, Switch",2019
590,50,Vane,PS4,2019
591,50,Monster Jam Steel Titans,"PS4, XB1, PC",2019
592,50,Skorecery,PS4,2019
593,50,Devil's Hunt,PC,2019
594,50,"I Love You, Colonel Sanders! A Finger Lickin' Good Dating Simulator",PC,2019
595,50,Pumped BMX Pro,"PS4, XB1, PC, Switch",2019
596,49,Generation Zero,"PS4, XB1, PC",2019
597,49,PixARK,"PS4, XB1, PC, Switch",2019
598,49,Wolfenstein: Cyberpilot,"PS4, PC, PSVR",2019
599,49,Ice Age: Scrat's Nutty Adventure,"PC, Switch, PS4, XB1",2019
600,48,The Great Perhaps,PC,2019
601,48,The Grand Tour Game,"PS4, XB1",2019
602,48,Our World Is Ended,"PS4, PC, Switch",2019
603,48,R.B.I. Baseball 19,"PS4, XB1, Switch",2019
604,47,Gun Gun Pixies,Switch,2019
605,45,Pantsu Hunter: Back to the 90s,"PC, Switch",2019
606,44,Eternity: The Last Unicorn,"PS4, XB1, PC",2019
607,43,Modern Combat Blackout,Switch,2019
608,41,AeternoBlade II,"PS4, Switch, PC, XB1",2019
609,40,WWE 2K20,"PC, PS4, XB1",2019
610,40,Swag and Sorcery,PC,2019
611,40,FIFA 20: Legacy Edition,Switch,2019
612,40,Fight of Gods,"PC, Switch",2019
613,39,Decay of Logos,"PS4, XB1, PC, Switch",2019
614,39,Zombieland: Double Tap - Road Trip,"PC, Switch, XB1, PS4",2019
615,39,Men of War: Assault Squad 2 - Cold War,PC,2019
616,38,Left Alive,"PS4, PC",2019
617,37,Spike Volleyball,"PS4, XB1, PC",2019
